id	BTAS.1	BTAS.2	BTAS.3	BTAS.4	BTAS.6	MTAS.1	MTAS.2	MTAS.3	MTAS.4	MTAS.5	MTAS.6
PCHAS_1305900	156	148	46	141	51	16	12	16	25	18	15
PCHAS_1306000	7373	7492	3531	10508	4586	3720	4142	2882	4260	1771	2689
PCHAS_1306100	4971	4915	2738	6379	2571	2176	2423	1715	2603	1046	1557
PCHAS_1306200	1616	1211	804	2192	1098	696	990	613	974	307	606
PCHAS_1306300	61	45	23	60	34	13	8	2	14	3	14
PCHAS_1306400	5753	3898	2532	7461	4292	4546	4652	3531	4825	2666	3372
PCHAS_1306500	9382	8318	4379	12115	5298	5924	5385	4059	5524	3082	4215
PCHAS_1306600	7182	4168	2757	8004	4297	4862	3732	3207	3887	2803	3350
PCHAS_1306700	4320	3963	1713	5231	2216	2800	2294	1812	2487	1435	1934
PCHAS_1306800	318	344	141	419	158	132	226	133	240	91	89
PCHAS_1306900	4081	3213	1474	5053	2053	2895	2117	1769	2265	1326	1853
PCHAS_1307000	1932	1972	1968	3409	1147	834	1046	689	1413	412	823
PCHAS_1307100	7364	3771	2044	8122	4811	5901	4001	3639	4071	3349	3893
PCHAS_1307200	4691	2544	1363	5520	2742	3103	1727	1671	1885	1808	2034
PCHAS_1307300	231	231	117	257	99	67	73	53	78	26	47
PCHAS_1307400	738	507	353	873	480	252	343	202	320	141	172
PCHAS_1307500	4860	2294	1432	5038	2516	3294	1948	1958	2050	2113	2240
PCHAS_1307600	945	744	292	1079	501	290	286	242	332	150	206
PCHAS_1307700	233	167	89	379	190	41	12	16	18	40	40
PCHAS_1307800	1061	686	409	1268	521	591	622	422	645	298	447
PCHAS_1307900	2957	1928	942	3190	1399	1399	1289	1111	1334	804	900
PCHAS_1308000	339	201	74	406	179	241	106	106	112	111	102
PCHAS_1308100	360	257	130	371	154	57	89	61	120	42	81
PCHAS_1308200	863	1066	360	1558	392	379	288	204	456	178	302
PCHAS_1308300	11215	11046	6513	14755	6632	5330	5629	3870	6104	2534	4300
PCHAS_1308400	3040	1293	758	3362	2308	2180	1153	1039	1217	1376	1387
PCHAS_1308500	9406	5858	3816	10973	5001	5687	4459	3717	4569	3061	3902
PCHAS_1308600	1325	916	513	1323	721	642	638	469	640	457	490
PCHAS_1308700	2427	1457	699	2901	1545	1323	847	668	1051	861	889
PCHAS_1308800	641	469	182	669	356	240	233	144	225	119	180
PCHAS_1308900	244	160	67	233	107	52	100	60	78	39	37
PCHAS_1309000	406	391	160	450	158	247	249	166	271	86	166
PCHAS_1309100	533	533	255	662	288	117	177	147	212	60	163
PCHAS_1309200	3277	3290	1577	4076	1515	1527	1324	1050	1391	795	889
PCHAS_1309300	265	244	158	395	175	152	164	113	217	69	120
PCHAS_1309400	4534	4359	1958	6489	2554	2341	3005	1896	3316	1338	2059
PCHAS_1309500	2237	1655	863	2770	1596	1075	1417	885	1539	625	853
PCHAS_1309600	1209	869	586	1586	741	560	700	446	694	309	410
PCHAS_1309700	17	4	5	11	6	9	3	10	13	6	8
PCHAS_1309800	5251	2888	1574	5379	3239	4314	2568	2573	2699	2244	2787
PCHAS_1309900	101	81	26	102	64	43	85	38	51	40	34
PCHAS_1310000	10234	7722	4904	13902	6990	6858	7965	5381	8189	3638	5589
PCHAS_1310100	2489	1551	738	2547	1452	1187	1120	842	1167	690	841
PCHAS_1310200	4346	2675	1246	5244	2487	3242	2181	1901	2474	1819	2268
PCHAS_1310300	1205	739	363	1212	552	638	502	343	453	274	431
PCHAS_1310400	407	419	178	578	236	92	149	114	152	79	84
PCHAS_1310500	3761	2923	1430	4719	2156	2155	2641	1722	2316	1320	1606
PCHAS_1310600	452	412	213	516	233	126	112	60	160	53	121
PCHAS_1310700	3369	2538	1412	4469	2344	1456	1831	1187	1823	911	1140
PCHAS_1310800	3203	2584	1447	3860	1776	1104	1281	947	1348	623	751
PCHAS_1310900	1373	981	377	1567	708	761	692	473	712	383	534
PCHAS_1311000	3663	2236	1547	4329	2091	1659	2034	1399	1972	926	1235
PCHAS_1311100	24	27	16	52	13	10	8	4	4	1	10
PCHAS_1311200	1642	1575	779	2228	941	356	135	147	247	322	266
PCHAS_1311300	117	100	55	179	47	14	1	3	16	14	19
PCHAS_1311400	2855	1944	1125	3530	2314	1465	789	742	1035	965	1030
PCHAS_1311500	227	187	113	283	119	103	103	57	102	29	52
PCHAS_1311600	3184	2040	1139	3607	1848	1848	2104	1401	1954	966	1208
PCHAS_1311700	443	317	190	556	213	143	205	135	206	115	118
PCHAS_1311800	17775	16772	11200	25692	10518	9374	10788	7300	11738	4672	7476
PCHAS_1311900	253	322	117	383	166	117	156	79	148	71	96
PCHAS_1312000	1374	906	525	1506	674	953	774	627	797	555	607
PCHAS_1312100	5670	4071	2348	7259	3451	3168	4277	2800	4321	1799	2590
PCHAS_1312200	366	289	187	482	347	185	220	180	286	106	225
PCHAS_1312300	645	400	293	795	343	236	337	203	313	124	164
PCHAS_1312400	1132	685	464	1402	878	515	483	341	550	393	491
PCHAS_1312500	112	64	36	108	68	31	36	25	45	12	32
PCHAS_1312600	3031	1740	932	3095	1875	1688	1363	987	1467	968	1105
PCHAS_1312700	1729	1269	887	2300	984	741	922	609	1083	500	718
PCHAS_1312800	40	28	8	34	29	21	12	17	9	7	9
PCHAS_1312900	5375	3700	2173	6890	3355	1369	1232	949	1605	711	1076
PCHAS_1313000	305	347	61	367	236	173	158	104	142	74	149
PCHAS_1313100	2334	2529	1285	2897	1100	560	559	382	1143	422	771
PCHAS_1313200	557	226	156	652	637	410	164	173	238	230	322
PCHAS_1313300	122	96	36	94	78	56	60	57	73	33	50
PCHAS_1313400	837	422	552	785	1065	621	249	333	695	288	954
PCHAS_1313500	1284	1478	854	1696	667	248	236	223	604	101	464
PCHAS_1313600	14369	8169	6313	17035	8815	13639	11362	9736	11210	6966	9649
PCHAS_1313700	4900	3320	2099	5338	2502	2909	2072	1511	2192	1563	2033
PCHAS_1313800	3023	1982	994	3362	1511	1794	1287	1019	1250	1064	1226
PCHAS_1313900	672	621	542	941	419	367	367	271	371	224	283
PCHAS_1314000	2717	2333	1047	3576	1410	1550	1250	1043	1271	858	992
PCHAS_1314100	9936	9276	6729	14143	6122	5802	6637	4572	7582	2575	4646
PCHAS_1314200	561	440	208	710	316	225	222	154	293	143	176
PCHAS_1314300	2084	1164	525	2269	1198	1334	1142	993	1250	723	967
PCHAS_1314400	707	627	300	954	321	215	307	218	326	153	160
PCHAS_1314500	151	147	89	157	76	26	25	22	68	31	44
PCHAS_1314600	16	19	0	13	8	7	1	0	0	0	3
PCHAS_1314700	148	118	31	246	77	28	9	25	21	8	22
PCHAS_1314800	1374	1054	572	1327	611	891	739	571	791	612	599
PCHAS_1314900	59	36	37	64	49	45	16	22	26	18	24
PCHAS_1315000	7559	4274	2861	8821	4669	5602	3453	3297	3620	2953	3641
PCHAS_1315100	447	330	263	536	381	253	305	204	397	117	241
PCHAS_1315200	209	181	82	236	115	71	120	96	141	64	70
PCHAS_1315300	171	108	85	240	101	41	17	13	37	22	35
PCHAS_1315400	9662	5440	2713	10727	5531	8031	5703	4888	5950	4241	5451
PCHAS_1315500	3909	3044	1526	4946	2169	1410	1684	1204	1802	763	1029
PCHAS_1315600	1507	1080	407	1707	778	763	609	483	528	459	580
PCHAS_1315700	577	345	184	524	231	255	249	150	213	180	174
PCHAS_1315800	643	470	299	826	289	203	262	162	261	75	128
PCHAS_1315900	106	129	51	115	29	37	40	24	28	8	17
PCHAS_1316000	601	444	224	943	335	90	29	31	59	47	66
PCHAS_1316100	1557	839	437	1846	1359	975	642	502	689	631	644
PCHAS_1316200	3354	1816	1193	4033	2967	2851	1189	1000	1889	1964	1932
PCHAS_1316300	1202	787	441	1423	812	623	564	468	688	333	570
PCHAS_1316400	3027	1597	797	3076	1784	2379	1474	1371	1487	1269	1679
PCHAS_1316500	703	409	211	909	380	140	139	115	164	100	144
PCHAS_1316600	1224	543	170	1030	720	581	324	256	365	402	334
PCHAS_1316700	1804	1140	715	1982	1106	1135	1065	858	1172	753	839
PCHAS_1316800	972	870	409	1250	518	545	556	400	531	290	383
PCHAS_1316900	1265	913	461	1400	664	653	701	444	646	416	472
PCHAS_1317000	3616	2042	1509	4084	2500	1403	954	808	1208	811	968
PCHAS_1317100	3913	2994	1509	5000	2232	2174	2126	1553	1986	1180	1543
PCHAS_1317200	523	365	218	634	261	207	221	131	241	137	143
PCHAS_1317300	2628	1642	915	2823	1443	1023	1135	852	1207	652	819
PCHAS_1317400	2883	1911	1209	4082	1892	1303	1693	1132	1675	778	1056
PCHAS_1317500	4613	2989	1918	5319	2898	2160	2802	1905	2778	1276	1794
PCHAS_1317600	553	421	219	616	305	272	321	179	326	133	222
PCHAS_1317700	1316	831	433	1504	837	1212	1008	786	1111	607	857
PCHAS_1317800	451	372	236	682	252	127	191	116	264	87	129
PCHAS_1317900	297	225	239	420	143	76	155	128	167	74	82
PCHAS_1318000	2641	1577	808	3129	1473	1831	1368	1217	1337	893	1266
PCHAS_1318100	44765	32954	20944	63778	28061	26883	34337	22619	35617	12256	21861
PCHAS_1318200	2149	1135	786	3002	2389	1207	663	636	1226	689	1388
PCHAS_1318300	1913	1433	869	2123	937	1388	865	734	817	530	787
PCHAS_1318400	3195	2078	1132	3609	1730	1662	1637	1158	1602	899	1096
PCHAS_1318500	1462	1215	513	1795	795	844	761	517	698	488	568
PCHAS_1318600	3089	1516	452	4351	1971	637	321	263	550	524	455
PCHAS_1318700	1869	1385	813	2222	853	713	725	582	731	399	492
PCHAS_1318800	18930	12838	7620	23143	10461	11465	8476	6944	8961	5761	7751
PCHAS_1318900	682	402	312	861	477	280	368	233	488	157	356
PCHAS_1319000	17002	6407	6005	21959	18934	18512	7151	6643	10000	10791	10637
PCHAS_1319100	97	61	38	146	58	66	33	31	55	28	36
PCHAS_1319200	652	494	186	690	349	177	240	122	226	118	160
PCHAS_1319300	2874	1969	901	3195	1486	2246	1648	1414	1602	1239	1509
PCHAS_1319400	3352	1933	927	3664	1856	2811	2110	1700	2269	1408	1998
PCHAS_1319500	1074	790	501	1096	609	620	720	398	563	340	432
PCHAS_1319600	5245	3937	2616	7077	3574	2430	2787	1921	2861	1386	1779
PCHAS_1319700	1052	952	466	1442	574	307	394	266	460	161	262
PCHAS_1319800	136	68	46	208	65	31	11	7	27	15	11
PCHAS_1319900	910	704	380	898	425	360	373	273	365	215	225
PCHAS_1320000	1766	930	452	1744	952	690	815	502	853	406	589
PCHAS_1320100	451	224	169	528	285	315	232	186	173	210	215
PCHAS_1320200	4282	2080	1247	4257	2526	2862	1831	1676	1870	1720	1829
PCHAS_1320300	274	0	0	0	80	11	25	23	13	10	11
PCHAS_1320400	7666	5142	2930	9604	4432	4418	4779	3444	4330	2725	3321
PCHAS_1320500	2429	1218	473	3598	1699	587	203	196	448	389	345
PCHAS_1320600	714	600	402	930	360	202	263	181	339	106	221
PCHAS_1320700	2798	2701	726	3531	1542	821	977	649	1275	451	781
PCHAS_1320800	4250	3101	1760	5381	2828	1884	2449	1521	2746	920	1507
PCHAS_1320900	607	430	298	835	564	297	308	198	425	167	370
PCHAS_1321000	1224	765	483	1534	695	659	769	490	686	407	493
PCHAS_1321100	261	290	141	442	190	103	141	88	132	83	107
PCHAS_1321200	1025	636	501	1152	672	471	635	435	692	284	465
PCHAS_1321300	122	80	41	99	57	70	52	37	53	36	39
PCHAS_1321400	22662	13155	7814	27694	13255	12127	10460	7855	11465	5800	9142
PCHAS_1321500	1237	931	589	1458	629	601	501	391	596	295	450
PCHAS_1321600	432	354	222	549	303	118	169	131	203	84	109
PCHAS_1321700	3157	2778	1533	4184	1897	1576	1988	1406	2172	892	1135
PCHAS_1321800	428	269	52	591	247	61	30	18	45	49	29
PCHAS_1321900	1240	865	214	2052	754	279	110	114	227	226	156
PCHAS_1322000	32	19	8	37	29	1	0	2	1	5	3
PCHAS_1322100	441	434	217	630	321	99	113	92	117	38	79
PCHAS_1322200	1112	1003	610	1380	635	570	574	353	561	261	418
PCHAS_1322300	682	328	338	855	1011	743	247	259	446	420	576
PCHAS_1322400	2082	1991	1411	3071	1159	861	1078	608	1138	408	819
PCHAS_1322500	8665	5630	3195	10639	5076	5214	5164	3750	5186	2928	3885
PCHAS_1322600	3809	1618	895	3693	2344	3434	1816	1821	1818	1806	2109
PCHAS_1322700	197	113	69	224	149	69	51	57	71	43	35
PCHAS_1322800	6509	2827	1281	9328	4812	1516	607	637	1339	1064	1057
PCHAS_1322900	732	824	361	1166	499	341	472	229	516	209	291
PCHAS_1323000	47	37	22	59	32	13	4	8	17	6	3
PCHAS_1323100	117	132	91	183	90	32	58	35	57	17	26
PCHAS_1323200	216	168	129	444	107	50	90	74	126	32	63
PCHAS_1323300	298	128	95	364	325	235	79	71	108	164	153
PCHAS_1323400	286	168	110	487	211	92	33	47	58	37	50
PCHAS_1323500	9026	5448	3191	10603	5362	8411	6875	5335	6607	4463	5890
PCHAS_1323600	496	396	156	534	313	225	232	173	238	115	159
PCHAS_1323700	7627	5260	3594	8928	4135	4150	4559	3055	4394	2326	3210
PCHAS_1323800	25753	22764	16028	33890	16643	13578	12624	9310	14508	7242	11252
PCHAS_1323900	394	486	188	593	206	189	203	131	223	126	132
PCHAS_1324000	16517	12879	6765	20485	9442	9080	6798	5387	7430	5103	6338
PCHAS_1324100	3109	1466	542	3737	2011	1220	588	531	815	659	760
PCHAS_1324200	7119	7371	6772	9926	3569	4416	4433	3339	4751	2326	3015
PCHAS_1324300	747	623	322	953	406	226	312	226	351	164	229
PCHAS_1324400	2999	2262	1370	3968	1925	1718	2292	1466	2187	957	1287
PCHAS_1324500	1768	1146	603	1842	927	711	626	450	620	344	393
PCHAS_1324600	1210	760	396	1388	652	497	550	396	649	338	389
PCHAS_1324700	1835	1331	803	2259	1464	666	845	597	1049	411	879
PCHAS_1324800	94	66	24	121	44	30	17	9	13	9	14
PCHAS_1324900	9513	6331	3519	11907	5704	7717	6950	5627	7086	4630	5802
PCHAS_1325000	6886	5412	2903	9149	4226	1899	2014	1458	3155	939	2125
PCHAS_1325200	259	270	90	331	162	78	130	60	132	57	67
PCHAS_1325300	3044	1704	983	3483	2139	1836	1210	1000	1352	1182	1127
PCHAS_1325400	1489	1045	570	1690	679	1419	787	737	784	908	955
PCHAS_1325500	2124	1126	584	2129	1229	1480	1047	1023	1155	816	1103
PCHAS_1325600	2847	1666	969	3068	1490	1473	1688	1151	1663	872	1185
PCHAS_1325700	3092	2220	1295	3925	1657	1910	1586	1271	1608	990	1372
PCHAS_1325800	829	500	260	909	429	354	332	259	388	211	284
PCHAS_1325900	2057	1538	695	2172	907	995	658	635	734	505	834
PCHAS_1326000	918	650	416	1319	651	358	467	312	668	215	441
PCHAS_1326100	486	333	190	677	287	90	82	73	151	48	72
PCHAS_1326200	770	681	305	946	418	449	354	344	430	318	370
PCHAS_1326300	3372	2664	1562	4127	1756	1410	1788	1236	1908	839	1104
PCHAS_1326400	323	201	106	381	140	96	111	73	176	69	86
PCHAS_1326500	3960	2276	1199	4499	2267	1680	2074	1404	2060	1102	1282
PCHAS_1326600	130	163	136	280	85	45	60	30	77	22	48
PCHAS_1326700	4374	3475	1334	5030	2318	2995	2036	1832	2290	1470	2018
PCHAS_1326800	248	116	47	262	226	133	38	40	88	94	90
PCHAS_1326900	65	27	10	25	17	11	14	14	19	7	11
PCHAS_1327000	1686	1166	694	2092	1035	832	760	662	955	518	717
PCHAS_1327100	344	181	60	457	171	62	50	24	55	55	49
PCHAS_1327200	138	171	72	231	44	67	86	66	97	21	51
PCHAS_1327300	4861	5171	3356	8613	1691	2560	2982	2052	3261	1903	2078
PCHAS_1327400	513	549	267	717	327	165	261	117	246	90	134
PCHAS_1327500	78	54	33	58	68	18	26	21	22	16	11
PCHAS_1327600	320	158	108	393	445	274	90	61	208	215	242
PCHAS_1327700	10387	11474	6254	14689	5740	5151	5251	3920	5823	2614	4016
PCHAS_1327800	1392	900	389	1453	653	624	630	504	583	308	434
PCHAS_1327900	2043	1351	821	2277	944	1112	934	724	1065	639	737
PCHAS_1328000	34	48	8	56	15	5	19	14	14	8	24
PCHAS_1328100	1076	622	347	1126	528	336	354	249	300	180	222
PCHAS_1328200	310	272	205	422	249	113	115	142	239	51	136
PCHAS_1328300	4290	4730	464	6699	2323	2274	2268	1580	2963	1283	1990
PCHAS_1328400	101	58	15	139	58	29	12	13	11	26	23
PCHAS_1328500	54	39	18	72	24	15	4	5	7	8	8
PCHAS_1328600	3044	1835	978	3677	1752	2045	1810	1516	1914	1016	1447
PCHAS_1328700	172	130	39	271	107	44	21	30	48	23	25
PCHAS_1328800	80	63	17	111	71	28	8	17	27	11	19
PCHAS_1328900	2138	1731	1268	3120	1238	978	1520	945	1677	431	979
PCHAS_1329000	88	25	24	113	54	28	38	11	15	0	30
PCHAS_1329100	1594	1303	695	2019	893	640	906	604	940	415	582
PCHAS_1329200	175	120	64	291	92	77	66	67	74	38	52
PCHAS_1329300	17105	10070	6013	19160	9124	11962	8439	7289	9128	6777	8449
PCHAS_1329400	219	112	55	273	126	39	21	13	13	40	12
PCHAS_1329500	204	114	54	255	121	15	13	11	28	26	28
PCHAS_1329600	10150	8899	4429	12609	5567	5387	4852	3773	5090	2927	3744
PCHAS_1329700	26097	27067	22415	42075	15780	10552	16027	10431	19396	4740	9837
PCHAS_1329800	820	701	382	980	437	280	356	221	428	130	252
PCHAS_1329900	2069	1456	736	2321	1040	1043	691	621	882	492	725
PCHAS_1330000	4563	3916	2865	6755	3185	2442	4017	2298	3660	1324	1851
PCHAS_1330100	5917	4834	2536	7674	3070	3427	2751	2269	2973	1724	2242
PCHAS_1330200	4505	3022	1342	5563	2363	3146	2443	1960	2302	1794	2079
PCHAS_1330300	845	566	253	834	402	301	330	254	381	170	278
PCHAS_1330400	2357	1615	615	2931	1275	1448	905	820	1014	727	935
PCHAS_1330500	3847	2850	2606	5002	2960	2838	3288	2157	4481	1230	3316
PCHAS_1330550	27	26	7	32	24	32	62	2	18	24	0
PCHAS_1330600	371	274	253	439	524	172	88	134	462	69	393
PCHAS_1330650	55	40	4	11	2	7	0	10	13	5	2
PCHAS_1330700	644	303	332	758	1093	501	263	207	416	337	518
PCHAS_1330800	575	301	138	789	451	359	180	202	218	286	210
PCHAS_1330900	77619	64755	38519	103143	46530	56208	42262	33785	45929	24992	37958
PCHAS_1331000	3384	1238	1031	3706	3140	2295	891	939	1238	1578	1441
PCHAS_1331100	586	428	325	915	981	669	366	239	477	345	582
PCHAS_1331200	673	615	267	863	241	210	252	176	329	122	167
PCHAS_1331300	156	93	74	146	142	63	36	30	71	25	92
PCHAS_1331400	231	117	163	323	543	239	77	90	188	117	313
PCHAS_1331500	44	126	0	61	93	23	49	33	37	1	38
PCHAS_1331600	348	433	122	533	181	49	188	85	118	35	84
PCHAS_1331700	2038	1455	838	2133	1205	817	1077	668	965	536	743
PCHAS_1331800	563	342	342	559	393	255	283	191	318	109	218
PCHAS_1331900	4077	2869	2758	5718	4706	3159	2153	1728	3245	1476	3167
PCHAS_1332000	94	91	199	142	57	124	93	66	107	55	103
PCHAS_1332100	1068	672	392	1220	588	476	524	398	507	314	333
PCHAS_1332200	101	98	62	130	59	51	87	66	80	24	52
PCHAS_1332300	242	153	63	213	107	86	50	54	43	29	67
PCHAS_1332400	527	393	199	645	287	202	148	139	177	77	140
PCHAS_1332500	8857	6176	3616	11096	6079	6373	5997	4670	6347	3495	4869
PCHAS_1332600	3736	2023	1755	4882	4280	2889	1973	1410	2454	1766	2230
PCHAS_1332700	4469	3093	1932	5337	2217	2317	1847	1461	1875	1134	1553
PCHAS_1332800	128	102	20	182	85	38	6	6	22	10	13
PCHAS_1332900	2700	1770	948	3204	1651	870	995	710	1132	418	753
PCHAS_1333000	7192	5785	2323	9401	3886	3579	2981	2296	3150	1855	2539
PCHAS_1333100	1183	788	463	1140	658	486	478	357	559	286	381
PCHAS_1333200	308	243	149	457	192	158	244	160	233	106	158
PCHAS_1333300	745	617	324	877	442	216	312	183	370	118	201
PCHAS_1333400	836	906	543	1265	501	505	523	368	565	230	397
PCHAS_1333500	351	187	77	338	212	38	24	34	39	31	28
PCHAS_1333600	664	419	257	897	488	191	97	108	117	76	142
PCHAS_1333700	472	262	86	613	302	80	48	42	96	61	76
PCHAS_1333800	1701	952	667	2697	1369	470	210	209	361	343	398
PCHAS_1333900	10403	10809	5627	14802	6082	5595	6247	4397	7115	2819	4613
PCHAS_1334000	1347	832	324	1629	796	290	141	115	189	148	204
PCHAS_1334100	6921	4461	2482	8285	4062	6189	4415	3752	4817	3159	3934
PCHAS_1334200	2479	1808	1071	3155	1683	1301	1688	1159	1517	724	1040
PCHAS_1334300	23464	14528	8326	28636	14210	17380	16886	12231	16455	8383	12353
PCHAS_1334400	3015	1416	1008	3392	2627	2627	1614	1363	1917	1574	2055
PCHAS_1334500	435	286	99	652	293	89	21	29	65	67	49
PCHAS_1334600	180	110	69	238	86	27	11	11	27	33	36
PCHAS_1334700	136	104	118	240	142	49	61	44	85	18	44
PCHAS_1334800	567	366	243	686	457	225	287	189	315	162	237
PCHAS_1334900	2600	1753	952	3003	1469	2373	1926	1630	1999	1489	1785
PCHAS_1335000	550	439	276	677	300	234	264	162	279	170	180
PCHAS_1335100	571	596	279	719	281	187	283	171	336	113	165
PCHAS_1335200	817	707	460	1035	409	289	346	222	373	147	194
PCHAS_1335300	1289	940	422	1377	695	605	614	423	545	361	426
PCHAS_1335400	1852	1016	530	1865	986	1057	875	646	917	599	673
PCHAS_1335500	139	73	51	239	99	30	17	3	31	20	45
PCHAS_1335600	161	204	75	319	90	44	29	40	79	18	57
PCHAS_1335700	1432	1350	488	1783	766	717	721	463	720	280	516
PCHAS_1335800	23598	15211	9595	28258	13025	17824	13587	11722	14263	9444	12421
PCHAS_1335900	395	276	110	500	301	112	49	35	84	80	85
PCHAS_1336000	27586	17341	12258	34350	18669	23991	20752	14819	20554	12753	17126
PCHAS_1336100	1129	564	316	983	518	210	177	172	217	113	190
PCHAS_1336200	38	13	14	19	19	3	7	1	3	5	1
PCHAS_1336300	1415	739	623	1981	1730	1290	673	508	793	847	893
PCHAS_1336400	2758	2081	1626	3340	1416	1646	1249	1052	1252	818	1183
PCHAS_1336500	30039	26712	17873	42097	17855	11700	14177	9649	16048	6011	9925
PCHAS_1336600	2821	1891	884	3387	1727	1745	1737	1220	2005	863	1416
PCHAS_1336700	3099	1982	961	3584	1855	1931	1674	1250	1913	1050	1314
PCHAS_1336800	470	361	244	535	237	286	231	220	279	172	177
PCHAS_1336900	536	309	80	446	193	251	217	219	222	159	199
PCHAS_1337000	3009	2160	1124	3546	1737	2113	1555	1197	1480	1086	1429
PCHAS_1337100	489	346	203	565	312	195	246	142	290	113	247
PCHAS_1337200	238	195	97	256	175	71	64	39	107	29	48
PCHAS_1337300	822	234	326	945	1699	702	226	258	474	475	685
PCHAS_1337400	540	261	112	757	402	154	95	82	124	84	107
PCHAS_1337500	484	385	230	575	221	266	275	185	245	136	185
PCHAS_1337600	603	563	316	675	412	241	268	209	292	190	228
PCHAS_1337700	228	140	64	321	131	122	67	47	89	57	66
PCHAS_1337800	444	396	153	528	284	202	240	142	180	138	157
PCHAS_1337900	2139	1400	868	2380	1174	682	965	568	856	396	495
PCHAS_1338000	42	51	19	77	39	31	40	19	40	23	28
PCHAS_1338100	392	345	201	507	305	154	195	151	174	96	152
PCHAS_1338200	1005	770	394	1327	606	498	438	304	479	389	381
PCHAS_1338300	1056	522	216	1453	681	234	114	89	159	177	160
PCHAS_1338400	220	191	104	312	135	67	76	61	125	40	76
PCHAS_1338500	552	330	175	538	260	211	239	202	266	140	185
PCHAS_1338600	3500	2203	1566	3682	1970	2401	2327	1717	2013	1336	1755
PCHAS_1338700	6617	6922	3525	9503	3618	3389	3765	2479	3691	1820	2519
PCHAS_1338800	158	123	68	204	159	66	62	64	114	38	127
PCHAS_1338900	22041	18617	10783	28897	13467	11658	9078	7122	10074	6126	8475
PCHAS_1339000	824	569	399	1000	544	277	268	207	505	129	389
PCHAS_1339100	475	340	195	520	289	184	276	140	223	101	121
PCHAS_1339200	904	544	506	1180	880	569	501	371	610	435	563
PCHAS_1339300	705	470	121	989	363	147	77	67	142	114	124
PCHAS_1339400	765	306	231	1165	642	247	103	119	203	185	156
PCHAS_1339500	693	248	168	1010	628	221	85	95	182	128	146
PCHAS_1339600	372	225	90	639	282	79	35	39	93	73	68
PCHAS_1339700	4041	2598	1445	4903	2456	1924	2020	1457	1969	1133	1409
PCHAS_1339800	953	616	339	1107	583	505	405	325	468	246	357
PCHAS_1339900	1679	1233	829	1899	906	969	715	640	862	516	682
PCHAS_1340000	4069	2768	1990	4988	2669	2496	2291	1688	2319	1383	1948
PCHAS_1340100	2937	2422	1272	3532	2016	1110	1157	831	1298	752	885
PCHAS_1340200	320	203	115	358	124	35	75	33	90	32	42
PCHAS_1340300	135	84	35	203	64	19	12	12	21	14	12
PCHAS_1340400	1414	949	483	1479	951	679	322	337	492	344	414
PCHAS_1340500	6593	4202	2490	7991	3906	3361	3440	2450	3398	1813	2433
PCHAS_1340600	1156	1068	600	1644	708	328	470	275	439	190	248
PCHAS_1340700	533	434	244	721	371	200	317	178	285	104	159
PCHAS_1340800	332	238	100	539	148	47	22	24	52	47	42
PCHAS_1340900	3570	2471	1633	4309	1735	1867	1650	1343	1692	1103	1111
PCHAS_1341000	2529	1743	916	2696	1161	1843	1336	1208	1337	1135	1303
PCHAS_1341100	230	224	123	365	184	242	63	58	177	79	150
PCHAS_1341200	363	158	106	433	473	353	126	90	200	166	204
PCHAS_1341300	1010	847	428	1335	566	338	448	307	494	202	289
PCHAS_1341400	37	19	17	19	15	4	8	8	17	7	11
PCHAS_1341500	860	458	225	906	495	747	464	378	427	378	503
PCHAS_1341600	756	382	248	823	554	392	250	255	316	209	318
PCHAS_1341700	2873	1785	869	3714	1847	2137	1863	1361	2048	1101	1614
PCHAS_1341800	8393	6117	3082	9710	4728	3477	2478	1915	2942	1512	2289
PCHAS_1341900	4263	3811	2444	5355	2487	1879	1697	1146	2037	1009	1434
PCHAS_1342000	3965	3193	1818	5297	2408	1851	2274	1452	2327	1139	1423
PCHAS_1342100	13862	7986	4742	15790	7908	13330	8564	8095	8839	6872	8952
PCHAS_1342200	2920	1699	1074	3432	1649	2589	2018	1625	1999	1349	1738
PCHAS_1342300	33	16	5	54	19	8	5	7	4	4	8
PCHAS_1342400	1048	781	427	1023	607	790	656	464	574	383	480
PCHAS_1342500	41	46	7	53	15	7	0	11	1	2	0
PCHAS_1342600	319	389	134	652	221	106	121	97	162	48	89
PCHAS_1342700	706	497	168	1018	417	138	50	55	136	118	114
PCHAS_1342800	110	68	29	81	69	21	19	7	10	10	24
PCHAS_1342900	7988	8260	3988	11368	4250	4696	4715	3398	5284	2073	3513
PCHAS_1343000	872	762	544	1086	524	256	337	206	347	157	209
PCHAS_1343100	529	359	240	620	296	241	300	180	250	142	175
PCHAS_1343200	7876	7725	4714	11532	4703	4511	4817	3617	5441	2460	4060
PCHAS_1343300	4403	3560	1754	5257	2170	2434	1923	1621	2059	1436	1642
PCHAS_1343400	2064	1720	983	2631	1104	836	937	660	1012	507	674
PCHAS_1343500	7728	4651	2229	9714	6462	5443	2448	2195	3203	3547	3320
PCHAS_1343600	2275	1412	939	2700	1234	1095	1235	812	1114	578	773
PCHAS_1343700	552	419	175	537	264	148	206	178	209	87	143
PCHAS_1343800	211	153	134	303	141	79	60	64	170	41	101
PCHAS_1343900	8473	5068	1867	8651	3938	5279	3109	3009	3522	2676	3515
PCHAS_1344000	1273	770	419	1555	772	798	642	437	721	408	569
PCHAS_1344100	1237	937	767	1734	825	503	646	424	675	308	448
