id	BTAS.1	BTAS.2	BTAS.3	BTAS.4	BTAS.6	MTAS.1	MTAS.2	MTAS.3	MTAS.4	MTAS.5	MTAS.6
PCHAS_0100100	887	395	536	1134	1543	920	335	417	825	423	1210
PCHAS_0100200	48	32	36	73	42	31	29	27	37	24	22
PCHAS_0100300	35	21	21	33	14	9	16	11	12	12	6
PCHAS_0100400	71	34	49	99	64	54	41	47	64	20	32
PCHAS_0100500	224	114	147	251	307	1983	495	876	2298	668	3656
PCHAS_0100600	136	51	35	106	65	101	104	47	54	43	58
PCHAS_0100651	22	11	1	13	11	8	4	4	0	0	0
PCHAS_0100700	261	169	161	241	358	176	100	139	195	94	184
PCHAS_0100800	74	50	30	132	58	31	55	31	30	22	22
PCHAS_0100900	1967	1440	1190	2528	1835	973	794	537	872	603	794
PCHAS_0101000	1208	947	551	1420	830	579	671	450	654	289	484
PCHAS_0101100	585	193	210	607	861	536	158	194	276	340	458
PCHAS_0101200	13432	10562	7144	17846	8814	8184	5976	4749	6835	4148	6192
PCHAS_0101300	45321	41741	17766	61362	24439	34348	24579	21828	26573	16138	22883
PCHAS_0101400	27169	21421	24919	42641	25978	15561	13836	10512	21552	6807	17064
PCHAS_0101500	1738	1252	797	2465	1118	796	797	563	841	434	595
PCHAS_0101600	1728	1226	797	2311	1339	1017	1218	862	1479	538	966
PCHAS_0101700	442	475	292	655	250	157	236	134	289	97	155
PCHAS_0101800	58	34	18	57	38	19	8	11	10	12	12
PCHAS_0101900	1116	891	480	1547	768	607	799	543	870	359	455
PCHAS_0102000	885	721	483	1035	450	285	402	300	414	203	252
PCHAS_0102100	4789	2865	1567	5501	2761	2426	2713	1910	2611	1491	1844
PCHAS_0102200	213	108	60	279	100	23	44	21	51	6	40
PCHAS_0102300	210	188	142	311	170	166	116	83	187	65	125
PCHAS_0102400	2242	1265	784	2514	1268	1458	1138	955	1287	809	1048
PCHAS_0102500	3007	1865	1090	3440	1568	1233	990	910	1051	770	944
PCHAS_0102600	2140	1732	889	2800	1261	1470	1296	1037	1426	861	1105
PCHAS_0102700	1062	855	370	1210	505	347	536	329	554	198	277
PCHAS_0102800	2200	1709	796	2580	1245	899	800	586	946	494	706
PCHAS_0102900	1781	1100	610	2000	1186	858	944	645	1030	465	720
PCHAS_0103000	3679	3498	2097	4700	2209	1844	2031	1381	2017	1006	1340
PCHAS_0103100	321	232	93	344	147	51	35	27	60	30	36
PCHAS_0103200	894	605	350	1070	460	285	364	276	419	200	243
PCHAS_0103300	3690	1228	967	3731	2567	3702	2171	2113	2320	1908	2437
PCHAS_0103400	160	113	66	225	95	19	13	23	25	22	17
PCHAS_0103500	678	456	312	901	344	232	300	172	363	127	189
PCHAS_0103600	8075	3727	2180	7984	5339	9528	5035	4844	5353	6029	5504
PCHAS_0103700	169	218	77	258	92	62	66	43	55	20	42
PCHAS_0103800	1178	888	468	1500	730	578	813	466	780	325	385
PCHAS_0103900	242	186	39	367	119	71	13	13	51	51	29
PCHAS_0104000	5299	3050	2008	6509	4301	3253	4247	2806	4652	1784	2978
PCHAS_0104100	2453	2386	1274	2872	1294	919	1281	897	1359	487	706
PCHAS_0104200	257	142	138	296	129	79	71	55	132	49	93
PCHAS_0104300	198	221	67	217	87	46	60	35	100	53	52
PCHAS_0104400	751	665	198	905	296	191	228	139	261	83	152
PCHAS_0104500	7649	5281	2823	9146	4524	4525	3342	2615	3374	2115	3013
PCHAS_0104600	1338	1020	883	1703	725	763	658	541	652	396	500
PCHAS_0104700	1126	997	699	1512	734	935	804	626	856	535	662
PCHAS_0104800	413	282	170	532	278	137	160	147	286	113	129
PCHAS_0104900	950	738	384	1135	619	509	595	442	609	336	359
PCHAS_0105000	254	137	89	369	216	73	20	30	76	65	53
PCHAS_0105100	214	143	43	337	131	40	18	25	44	44	49
PCHAS_0105200	1406	1029	598	1993	1036	682	918	565	997	349	480
PCHAS_0105300	219	162	54	330	114	32	30	14	22	23	13
PCHAS_0105400	1473	784	648	1900	1438	754	666	486	905	380	874
PCHAS_0105500	1699	1287	684	2240	1101	700	992	588	989	402	518
PCHAS_0105600	645	589	471	871	454	274	281	236	363	157	247
PCHAS_0105700	522	348	82	872	312	80	40	32	83	69	91
PCHAS_0105800	1080	828	589	1410	587	538	680	433	751	276	395
PCHAS_0105900	5223	3682	2182	6974	3324	2133	2710	1688	3025	1104	1930
PCHAS_0106000	20684	12654	7784	25538	12902	11519	13923	9128	13240	6141	8744
PCHAS_0106100	369	449	215	588	234	146	192	113	231	65	151
PCHAS_0106200	1021	886	1081	1286	544	676	850	535	954	434	638
PCHAS_0106300	17	10	3	17	0	2	5	0	1	0	2
PCHAS_0106400	558	351	128	772	334	121	116	78	188	108	113
PCHAS_0106500	84	50	53	111	53	8	35	27	33	11	8
PCHAS_0106600	2339	2211	1403	3270	1357	1847	1866	1341	1722	1058	1262
PCHAS_0106700	480	365	223	624	290	152	272	169	275	89	152
PCHAS_0106800	387	209	118	522	262	94	77	40	102	60	61
PCHAS_0106900	17887	11939	7751	23306	12787	14986	12674	9534	12472	8070	10638
PCHAS_0107000	346	302	152	526	199	116	114	84	127	60	104
PCHAS_0107100	980	583	340	1215	557	310	476	289	518	187	272
PCHAS_0107200	231	247	197	359	140	67	101	62	146	39	60
PCHAS_0107300	1048	779	661	1412	669	567	733	475	778	311	515
PCHAS_0107400	145	158	77	231	87	24	66	49	89	25	20
PCHAS_0107500	1079	801	549	1680	678	239	395	318	451	145	299
PCHAS_0107550	1667	1158	561	1684	882	597	664	464	622	315	419
PCHAS_0107600	1079	956	375	1230	554	514	461	317	410	189	338
PCHAS_0107700	4563	4789	2418	6311	2569	1906	2337	1559	2492	950	1396
PCHAS_0107800	221	187	81	256	102	34	30	19	30	7	21
PCHAS_0107900	4059	3261	1833	5455	2348	1155	1598	1086	1746	690	1095
PCHAS_0108000	17523	18060	10555	23519	9265	9355	12347	7655	12312	4579	7513
PCHAS_0108100	1918	1331	660	2230	1087	585	759	557	732	339	496
PCHAS_0108200	25769	16778	10778	34243	17474	27437	27182	20274	25890	14251	20187
PCHAS_0108300	1289	1238	846	1758	816	558	703	447	681	236	458
PCHAS_0108400	291	217	149	318	149	107	109	83	110	82	102
PCHAS_0108500	1711	1049	598	2019	1037	1361	1054	889	1158	735	969
PCHAS_0108600	258	147	167	386	221	64	85	67	150	36	89
PCHAS_0108700	198	112	72	261	199	41	34	29	59	28	33
PCHAS_0108800	2166	918	1107	2712	2691	1276	910	714	1310	790	1164
PCHAS_0108900	2046	1172	673	2443	1423	1175	555	499	643	873	670
PCHAS_0109000	985	848	645	1331	577	621	762	488	796	340	516
PCHAS_0109100	786	671	297	1070	409	211	282	142	289	113	154
PCHAS_0109200	934	634	360	1310	548	692	578	445	548	410	437
PCHAS_0109300	3986	2356	1099	4568	2386	2096	1713	1337	1852	1043	1563
PCHAS_0109400	91316	59524	35395	118037	50778	68997	61133	46852	67835	54360	50983
PCHAS_0109500	988	837	513	1196	507	409	347	266	370	195	284
PCHAS_0109600	1800	1466	612	2767	1072	1140	1157	829	1077	553	707
PCHAS_0109700	11923	8943	4416	15204	7255	7856	8749	5723	8698	3867	5547
PCHAS_0109800	7170	4439	2788	8201	4378	4516	4286	3196	4627	2367	3494
PCHAS_0109900	1134	855	317	1296	773	599	340	282	390	357	424
PCHAS_0110000	1526	1094	1050	1722	742	939	632	679	790	393	579
PCHAS_0110100	1828	1342	753	2062	879	626	632	416	551	363	434
PCHAS_0110200	4589	3938	1600	5655	2381	2967	2312	1705	2361	1409	1792
PCHAS_0110300	3850	2321	1392	4347	1985	2435	2006	1699	2173	1362	1686
PCHAS_0110400	268	159	50	312	167	62	18	18	40	47	40
PCHAS_0110500	2757	1152	582	2851	1767	1467	740	657	816	974	949
PCHAS_0110700	25265	15814	8469	29088	14890	23898	18733	16377	19012	12839	17063
PCHAS_0110800	945	835	656	1294	598	586	698	490	641	296	432
PCHAS_0111000	2825	2257	1187	3594	1581	1150	1539	898	1627	621	948
PCHAS_0111100	1346	570	581	1476	1050	1110	551	453	749	714	675
PCHAS_0111200	283	208	134	346	129	141	82	90	98	35	79
PCHAS_0111300	396	211	82	256	156	100	61	70	79	52	106
PCHAS_0111400	435	279	62	554	275	108	29	24	80	49	54
PCHAS_0111500	427	269	177	485	285	91	116	71	173	71	110
PCHAS_0111600	3892	1929	1223	4434	3419	3179	1270	1210	1818	1845	2082
PCHAS_0111700	2388	1657	967	2558	1191	1284	987	855	1136	639	946
PCHAS_0111800	1714	1272	799	2391	1394	866	997	716	1221	516	966
PCHAS_0111900	1290	1216	658	1569	735	535	636	490	756	324	512
PCHAS_0112000	852	599	335	943	444	381	310	260	350	289	207
PCHAS_0112100	540	620	196	841	261	224	247	138	266	142	169
PCHAS_0112200	2721	973	971	3129	2441	1779	729	692	1092	1179	1211
PCHAS_0112300	1389	1328	518	1798	734	716	681	543	798	390	553
PCHAS_0112400	1099	773	530	1493	699	489	595	427	575	254	406
PCHAS_0112500	1003	330	180	1085	1019	628	238	207	330	402	397
PCHAS_0112600	2093	1224	759	2209	1163	956	854	618	873	526	671
PCHAS_0112700	19846	11544	7750	23879	14001	30441	18448	18642	19250	16908	20767
PCHAS_0112800	3098	980	1696	4205	6138	5488	1838	1715	3109	3164	4159
PCHAS_0112900	753	265	152	778	617	555	244	235	298	401	385
PCHAS_0113000	1055	385	621	1279	1759	797	308	338	642	398	919
PCHAS_0113100	3483	2158	1309	3903	2965	1504	1054	866	1386	882	1260
PCHAS_0113200	4097	3471	1697	5204	2448	3781	2105	2261	2605	1902	2703
PCHAS_0113300	49	29	14	39	37	8	13	6	25	12	24
PCHAS_0113400	147	124	50	174	78	194	171	159	175	89	193
PCHAS_0113500	3965	3166	2359	5503	2356	4122	1888	2254	2579	1809	2859
PCHAS_0113600	408	205	215	371	431	171	83	83	160	80	234
PCHAS_0113700	54	29	18	47	51	162	106	125	109	88	185
PCHAS_0113800	10	14	8	24	38	83	33	55	66	34	175
PCHAS_0113900	21	7	19	28	50	53	15	28	38	18	82
PCHAS_0114000	1514	1024	973	1845	1809	36	35	29	64	17	113
PCHAS_0114100	1576	1148	1395	2334	1689	574	532	438	1076	248	930
PCHAS_0114200	2020	1263	2135	2071	2887	1000	463	598	1217	528	1923
PCHAS_0114300	2925	983	1378	3699	6125	3300	1378	1317	2204	2503	3124
PCHAS_0114400	161	132	188	301	306	201	123	41	102	72	150
PCHAS_0114500	119	64	58	99	41	240	98	84	117	161	155
PCHAS_0114600	797	720	436	970	718	729	614	452	830	391	655
PCHAS_0114700	591	287	222	494	461	138	66	40	210	57	222
PCHAS_0114800	82	46	37	103	30	115	328	112	177	65	100
PCHAS_0114900	372	318	168	442	165	116	119	61	146	74	104
PCHAS_0115000	140	102	63	172	77	72	141	51	46	53	55
PCHAS_0115100	62	41	7	71	20	12	17	19	21	14	12
PCHAS_0115200	121	57	28	83	36	108	154	93	39	80	112
PCHAS_0115300	88	31	34	87	36	93	159	52	30	87	57
PCHAS_0115400	110	8	97	108	171	154	108	68	202	27	165
PCHAS_0200001	101	109	80	149	95	111	50	73	93	49	101
PCHAS_0200005	923	849	512	1118	562	6488	3790	3861	4117	3504	3802
PCHAS_0200011	148	141	76	158	74	4873	3165	3166	3259	2354	3492
PCHAS_0200015	103	90	39	122	109	2743	1542	1673	1587	1293	1696
PCHAS_0200021	9	23	1	14	5	2609	1971	1607	2057	1449	1749
PCHAS_0200025	48	91	19	42	32	7556	3771	3852	4034	3593	4940
PCHAS_0200031	96	72	39	110	68	5664	2028	3083	2382	2526	3530
PCHAS_0200035	58	24	17	67	34	8	21	7	26	12	4
PCHAS_0200041	15880	16689	9681	22955	9747	9278	7666	6143	9741	3645	7600
PCHAS_0200045	521	449	110	505	183	158	113	78	196	126	134
PCHAS_0200051	1867	1096	1786	2866	2831	1633	694	649	1574	594	1948
PCHAS_0200055	14	5	12	22	12	20	18	10	36	24	24
PCHAS_0200061	355	77	342	339	650	492	92	184	507	127	839
PCHAS_0200065	7634	6333	3088	11087	4575	7178	3788	4002	4531	3579	4649
PCHAS_0200071	158492	132814	85577	204990	93144	112930	85198	69385	93491	53840	79164
PCHAS_0200100	20	22	24	67	24	3	14	10	20	3	6
PCHAS_0200200	407	205	185	463	207	100	185	93	173	64	95
PCHAS_0200300	569	394	230	681	193	162	236	120	279	135	127
PCHAS_0200400	1379	1051	632	1768	847	458	588	358	648	237	429
PCHAS_0200500	30	37	11	102	28	32	19	28	39	9	27
PCHAS_0200600	560	525	287	894	310	187	241	167	249	112	184
PCHAS_0200700	2005	1618	938	2372	1135	1112	1085	766	1095	667	775
PCHAS_0200800	4063	2644	1254	4687	2298	3740	2410	2064	2606	1899	2438
PCHAS_0200900	6867	4251	1944	7782	3965	5185	3483	3025	3666	3015	3372
PCHAS_0201000	509	449	146	729	219	179	204	143	175	60	103
PCHAS_0201100	499	271	187	764	433	128	79	43	117	95	96
PCHAS_0201200	135	116	72	185	71	49	89	57	79	18	41
PCHAS_0201300	2425	1817	1164	3145	1601	1474	1516	935	1595	719	1079
PCHAS_0201400	30600	27274	17210	40681	16518	18146	20505	13325	20379	9197	13349
PCHAS_0201500	4737	2931	1775	5880	3726	2774	2401	1804	2653	1603	2425
PCHAS_0201600	4189	2431	1707	4814	2407	2992	2844	2140	2885	1588	2197
PCHAS_0201700	829	753	338	1014	410	430	379	302	484	191	255
PCHAS_0201800	308	301	111	368	207	127	153	134	225	92	131
PCHAS_0201900	999	838	478	1245	582	426	593	401	591	246	313
PCHAS_0202000	512	333	112	676	316	128	123	102	142	99	113
PCHAS_0202100	2457	1796	941	2562	1396	1512	1028	840	873	837	891
PCHAS_0202200	1766	1403	936	2379	1241	997	1301	874	1353	579	853
PCHAS_0202300	603	419	253	653	382	236	281	202	313	158	215
PCHAS_0202400	140	117	65	126	81	22	20	25	32	7	28
PCHAS_0202500	420	480	244	687	260	172	250	131	228	105	137
PCHAS_0202600	2355	2258	1068	2873	1145	793	927	629	978	469	617
PCHAS_0202700	97	83	40	92	37	49	28	17	26	33	15
PCHAS_0202800	880	736	336	1373	478	260	218	182	349	164	192
PCHAS_0202900	4356	2054	948	6242	3066	967	317	382	842	651	584
PCHAS_0203000	1169	387	454	1471	1673	1286	403	480	754	657	1086
PCHAS_0203100	2933	2225	1091	3216	1526	1863	1555	1255	1471	1063	1282
PCHAS_0203200	6331	4516	2080	7501	3751	5349	4127	3310	4524	2619	3667
PCHAS_0203300	1147	977	660	1451	640	255	270	172	330	163	245
PCHAS_0203400	3495	1701	3668	5265	5521	2896	1126	1364	3193	989	4370
PCHAS_0203500	570	579	543	852	557	513	442	323	533	228	376
PCHAS_0203600	21217	11007	6651	26546	14986	17274	15083	11847	15810	9173	12398
PCHAS_0203700	1252	892	457	1445	655	420	564	362	591	208	282
PCHAS_0203800	4904	5371	2599	7193	3137	2342	2692	1685	2590	1130	1652
PCHAS_0203900	450	411	196	509	308	71	99	94	159	43	84
PCHAS_0204000	710	529	305	966	424	125	211	160	255	104	150
PCHAS_0204100	522	408	136	552	272	111	150	118	134	46	84
PCHAS_0204200	620	256	276	948	587	229	75	66	173	153	164
PCHAS_0204300	31374	18699	12943	39592	20415	16843	13541	10227	14609	8872	12600
PCHAS_0204400	3351	2526	1248	3803	1678	1744	1731	1277	1656	1214	1232
PCHAS_0204500	255	238	180	321	165	58	83	93	100	36	55
PCHAS_0204600	316	244	101	369	133	87	101	76	108	40	77
PCHAS_0204700	2853	2225	1659	3514	1507	2734	1692	1599	1855	1389	1776
PCHAS_0204800	1167	836	479	1327	572	447	612	383	497	273	344
PCHAS_0204900	2797	2495	1243	3552	1519	1614	1237	994	1333	723	1010
PCHAS_0205000	382	201	199	457	400	173	178	161	327	97	303
PCHAS_0205100	62	46	22	95	45	58	21	22	50	17	31
PCHAS_0205200	3673	2373	1477	4136	2235	1869	1887	1354	1779	963	1347
PCHAS_0205300	83	98	62	120	55	21	42	28	45	20	51
PCHAS_0205400	34325	21722	12237	42836	19711	21805	21413	15262	21099	11541	14961
PCHAS_0205500	468	354	249	620	309	342	221	199	269	260	282
PCHAS_0205600	1542	1340	633	1901	903	515	699	567	818	310	456
PCHAS_0205700	2883	1528	825	2893	1362	1955	1186	1163	1356	1067	1452
PCHAS_0205800	342	208	93	331	170	120	96	88	95	35	66
PCHAS_0205900	5065	2304	1351	4941	3110	5264	2976	3147	3443	3133	3435
PCHAS_0206000	523	281	169	627	384	101	145	89	139	69	80
PCHAS_0206100	1868	1173	787	2091	1138	946	1288	741	1276	559	838
PCHAS_0206200	463	365	252	587	273	167	262	152	252	81	128
PCHAS_0206300	610	298	159	673	560	406	154	172	248	241	232
PCHAS_0206400	4603	3938	1962	6059	2448	2656	2229	2055	2101	1481	1897
PCHAS_0206500	513	336	273	708	249	140	163	124	203	84	141
PCHAS_0206600	991	874	615	1357	564	540	554	426	528	323	395
PCHAS_0206700	712	307	229	730	887	344	177	141	180	332	315
PCHAS_0206800	103	49	22	146	84	12	5	8	12	0	14
PCHAS_0206900	294	211	123	362	167	140	181	150	222	87	150
PCHAS_0207000	406	435	203	550	207	169	225	164	280	100	131
PCHAS_0207100	2070	1691	853	2473	1137	1015	1090	691	1053	563	656
PCHAS_0207200	2320	1386	1193	2903	2334	2313	2704	1927	3170	1176	2392
PCHAS_0207300	3127	1422	1481	4000	4845	3108	1262	1139	2010	1957	2573
PCHAS_0207400	2970	967	781	3129	2838	1784	793	762	1004	1137	1238
PCHAS_0207500	4	1	1	14	1	1	1	0	0	1	1
PCHAS_0207600	11567	9402	4522	13671	5792	5613	4774	3666	5051	3196	3966
PCHAS_0207700	198	115	55	301	104	30	13	10	37	24	24
PCHAS_0207800	334	344	153	655	255	192	262	176	282	126	155
PCHAS_0207900	351	296	218	550	237	174	212	132	279	83	147
PCHAS_0208000	1112	852	515	1432	655	333	518	369	618	201	293
PCHAS_0208100	94	44	41	104	57	22	20	11	29	14	18
PCHAS_0208200	1269	892	400	1619	789	507	681	435	761	316	390
PCHAS_0208300	3637	2593	1037	3707	1976	1367	1041	771	1254	764	1041
PCHAS_0208400	5069	3066	1865	5662	3156	2791	2742	1904	2719	1518	1933
PCHAS_0208500	510	370	204	597	292	358	209	221	256	214	225
PCHAS_0208600	3084	2392	1399	3923	1787	1288	1938	1170	2048	771	1152
PCHAS_0208700	36	36	14	21	31	32	14	21	35	8	40
PCHAS_0208800	1321	862	941	1593	812	1166	914	687	992	650	807
PCHAS_0208900	12463	8123	6853	15708	8238	11554	11232	8649	10299	6085	8182
PCHAS_0209000	8208	4774	3430	10644	6047	5920	7703	4949	7265	3003	4300
PCHAS_0209100	2547	1523	762	2918	1333	1420	1090	980	1169	800	1014
PCHAS_0209200	1022	720	467	1121	430	479	412	359	401	315	340
PCHAS_0209300	723	597	375	1005	374	512	419	359	414	258	285
PCHAS_0209400	786	587	279	831	440	414	318	272	342	220	287
PCHAS_0209500	1789	939	642	1918	1051	1188	1047	714	1072	532	859
PCHAS_0209600	3018	1746	1100	3438	1765	1274	1253	974	1127	648	907
PCHAS_0209700	367	286	150	523	216	182	226	172	295	96	189
PCHAS_0209800	341	235	160	339	180	138	135	130	184	84	107
PCHAS_0209900	4375	4672	2186	6155	2523	2256	2601	1734	2635	1166	1594
PCHAS_0210000	2241	1347	840	2478	1224	1309	932	808	1058	651	834
PCHAS_0210100	385	327	211	507	225	257	364	253	368	169	178
PCHAS_0210200	960	595	415	1087	491	362	493	306	429	202	290
PCHAS_0210300	7774	5283	2580	9144	4373	4586	4883	3720	4956	2758	3584
PCHAS_0210400	3755	2019	1938	5024	4018	3062	2125	1537	2441	1807	2304
PCHAS_0210500	2529	2451	1473	3855	1668	1009	1310	867	1722	543	989
PCHAS_0210600	14271	9158	6605	18131	9411	13537	13127	9811	12337	7166	9462
PCHAS_0210700	1290	822	480	1401	774	661	522	402	529	364	407
PCHAS_0210800	963	730	460	1049	522	310	332	196	364	196	150
PCHAS_0210900	154	168	127	199	117	74	50	54	68	30	39
PCHAS_0211000	11	9	8	41	11	0	0	2	8	2	2
PCHAS_0211100	1078	841	646	1420	716	536	812	455	859	296	449
PCHAS_0211200	1150	492	195	1253	857	849	305	317	462	418	456
PCHAS_0211300	2075	1584	673	2425	1029	1533	1356	1028	1442	689	1104
PCHAS_0211400	1303	890	469	1568	819	871	950	647	1011	483	603
PCHAS_0211500	493	436	233	697	320	217	236	130	240	86	136
PCHAS_0211600	7915	4328	2944	8649	5092	8628	5951	4955	6372	4444	5896
PCHAS_0211700	242	309	131	334	137	153	147	103	160	93	116
PCHAS_0211800	1357	895	605	1735	1148	685	855	615	1014	346	701
PCHAS_0211900	5	4	33	11	3	2	5	3	8	2	3
PCHAS_0212000	1262	764	496	1453	786	843	942	686	944	457	708
PCHAS_0212100	751	646	281	882	382	231	308	178	339	152	194
PCHAS_0212200	1159	554	347	1208	772	528	366	305	398	361	384
PCHAS_0212300	117	46	41	160	63	14	20	5	30	12	29
PCHAS_0212400	345	121	106	455	296	116	65	55	100	84	99
PCHAS_0212500	225	150	116	234	113	47	61	33	123	42	52
PCHAS_0212600	1480	1316	806	1863	829	847	1040	635	1058	419	649
PCHAS_0212700	2545	1684	1095	3251	1590	1289	1592	1078	1638	704	1010
PCHAS_0212800	16989	9651	5455	21111	13079	10803	10701	7566	10994	5607	8055
PCHAS_0212900	3578	2615	1680	3690	2023	1648	975	847	1149	1048	922
PCHAS_0213000	9307	6080	5202	11669	5221	4933	5422	3782	5551	2591	3948
PCHAS_0213100	37812	27778	18255	52622	22624	37296	23294	21965	27596	17485	25010
PCHAS_0213200	13847	10826	6158	18375	8671	9312	7710	5793	9423	5101	7989
PCHAS_0213300	26555	19953	12137	34072	15602	26816	14432	15570	16798	12587	17586
PCHAS_0213400	9384	6708	4926	11326	5312	8072	4817	4584	5108	3976	5077
PCHAS_0213500	1256	1074	828	2186	1450	812	654	530	897	478	847
PCHAS_0213600	431	132	304	659	917	437	160	189	450	206	453
PCHAS_0213700	1782	881	679	2332	1772	1451	502	406	790	725	705
PCHAS_0213800	69	40	11	59	68	12	11	6	6	4	17
PCHAS_0213821	645	339	211	1023	418	600	608	424	988	328	563
PCHAS_0213841	265	114	83	163	48	635	895	596	1060	383	596
PCHAS_0213861	136	69	67	108	39	675	596	559	926	409	620
PCHAS_0213881	318	71	220	312	572	299	69	77	188	146	384
PCHAS_0300100	8	19	29	41	34	80	110	146	194	29	149
PCHAS_0300200	31	72	44	127	25	22	44	1	41	44	42
PCHAS_0300300	26	20	20	46	25	80	21	23	15	26	14
PCHAS_0300400	197	94	49	214	169	74	104	35	122	77	63
PCHAS_0300600	8	4	0	10	2	1	6	2	4	0	1
PCHAS_0300700	43	56	13	26	29	702	722	457	652	319	431
PCHAS_0300800	14	8	1	55	4	651	348	423	629	324	466
PCHAS_0300900	48	38	18	53	11	3016	1545	1376	2175	1273	1549
PCHAS_0301000	5892	5132	2452	8459	3030	3457	3173	2230	3126	2260	2151
PCHAS_0301100	126	154	65	134	76	1428	693	814	1192	557	931
PCHAS_0301200	10	14	3	14	6	1993	843	844	1409	699	1251
PCHAS_0301300	0	0	0	0	0	0	0	0	0	0	0
PCHAS_0301400	28	4	30	30	16	241	304	218	370	111	197
PCHAS_0301500	4	5	4	18	19	309	136	163	310	123	155
PCHAS_0301600	290	179	147	365	198	1084	831	699	1522	471	825
PCHAS_0301700	56	47	24	83	39	1054	1014	841	1361	427	889
PCHAS_0301800	27	21	15	25	5	2347	1280	1035	2046	955	1370
PCHAS_0301900	3	1	8	3	2	524	387	397	864	224	469
PCHAS_0302000	22	11	9	19	39	264	227	172	523	89	297
PCHAS_0302050	2019	1461	705	2392	907	1181	1285	1192	1324	733	806
PCHAS_0302100	112	98	30	133	45	2692	1331	1135	2354	903	1978
PCHAS_0302300	1583	1063	435	1610	760	766	479	310	490	384	408
PCHAS_0302400	9411	8187	5170	11218	4633	10065	6533	5749	6874	4417	6984
PCHAS_0302500	14810	11516	7859	17860	7735	12114	6561	6071	7480	5224	7803
PCHAS_0302700	963	741	368	1148	547	71	56	46	91	30	56
PCHAS_0302800	14717	13488	9821	23356	9566	9211	10763	7116	11635	3701	6975
PCHAS_0302900	1642	1160	621	2190	1020	1275	854	772	1086	793	879
PCHAS_0303000	2575	1624	1130	2818	1271	1160	1262	1002	1368	771	865
PCHAS_0303100	238	216	106	284	137	101	135	75	117	60	78
PCHAS_0303200	527	383	516	868	616	481	498	298	585	388	460
PCHAS_0303300	2181	1465	651	2548	1156	775	713	535	781	380	484
PCHAS_0303400	1446	1128	477	1493	690	543	607	476	500	373	396
PCHAS_0303500	6881	6630	3729	9525	3413	3483	2887	2277	3202	1749	2315
PCHAS_0303600	1564	1111	507	1621	762	496	629	364	606	296	401
PCHAS_0303700	13	12	41	24	11	12	9	10	11	8	7
PCHAS_0303800	1040	525	194	1367	556	204	119	99	196	163	161
PCHAS_0303900	1368	1027	535	1573	730	750	867	667	763	473	585
PCHAS_0304000	321	174	73	410	220	88	64	68	101	46	69
PCHAS_0304100	8966	5497	3893	10561	5323	5869	5239	3909	5355	3118	4163
PCHAS_0304200	3661	3005	1981	4726	2223	2103	1923	1434	2024	1198	1423
PCHAS_0304300	246	147	71	318	174	64	50	35	61	58	62
PCHAS_0304400	29	23	18	98	35	15	4	0	4	23	0
PCHAS_0304500	2500	1938	1138	3000	1354	999	1293	859	1302	598	892
PCHAS_0304600	499	404	244	641	313	119	201	98	215	64	122
PCHAS_0304700	27152	23267	12123	35255	15082	10820	10560	7904	11827	6024	8121
PCHAS_0304800	232	201	120	281	124	52	67	47	81	36	60
PCHAS_0304900	782	618	425	950	459	333	470	309	486	261	306
PCHAS_0305000	19	9	9	10	5	5	4	5	9	4	4
PCHAS_0305100	53	42	33	107	40	27	6	1	7	5	7
PCHAS_0305200	74	34	9	112	42	9	7	4	10	10	4
PCHAS_0305300	1359	862	365	1283	613	419	513	385	567	217	299
PCHAS_0305400	2358	2340	917	3394	1281	1441	1377	1041	1477	944	1102
PCHAS_0305500	3200	1868	1163	3450	1722	2374	1992	1653	1951	1377	1564
PCHAS_0305600	1225	1108	482	1496	647	398	397	318	473	228	291
PCHAS_0305700	1333	898	365	1749	653	1144	610	625	695	584	764
PCHAS_0305800	20061	13963	7643	25595	12070	15237	14457	10588	14299	7335	11165
PCHAS_0305900	1449	863	828	1848	992	1180	1322	892	1533	630	943
PCHAS_0306000	478	434	265	612	240	217	246	181	265	111	181
PCHAS_0306100	1027	512	427	1385	1067	857	305	270	385	536	482
PCHAS_0306200	560	368	336	789	414	190	233	143	267	116	136
PCHAS_0306300	526	347	268	825	574	402	521	346	608	195	454
PCHAS_0306400	86	83	35	136	68	15	48	24	57	9	20
PCHAS_0306500	555	403	327	609	250	161	225	182	268	116	197
PCHAS_0306600	15377	14070	8408	19714	8078	11208	8221	6935	8912	5378	7165
PCHAS_0306700	3682	1765	1272	4268	3043	2252	1443	1253	1699	1288	1588
PCHAS_0306800	197	202	114	357	99	121	164	100	170	96	84
PCHAS_0306900	12	10	7	12	5	8	7	8	5	8	8
PCHAS_0307000	6587	3099	1813	6728	3746	7136	3965	4117	4313	3865	4782
PCHAS_0307100	28206	11832	10366	34832	24180	29722	16176	14659	19076	16010	18943
PCHAS_0307200	28140	8552	7428	30999	24098	40348	20490	19349	22756	23670	22699
PCHAS_0307300	26756	8169	7385	30140	23947	35688	19636	18003	21002	18894	21695
PCHAS_0307400	6016	3961	2662	7123	3615	3169	3846	2601	3841	1783	2361
PCHAS_0307500	344	252	228	472	268	224	269	222	339	173	278
PCHAS_0307600	904	702	556	1192	623	346	496	319	602	202	375
PCHAS_0307700	1064	846	474	1305	610	167	215	109	272	123	153
PCHAS_0307800	638	518	286	696	329	166	210	140	216	70	158
