id	BTAS	MTAS
PCHAS_0213700	85.2531222	64.6911081666667
PCHAS_0213800	4.560067	1.30495433333333
PCHAS_0213821	21.6971626	37.3161946666667
PCHAS_0213841	12.5226058	96.6020873333333
PCHAS_0213861	7.7965324	84.498671
PCHAS_0213881	30.5505448	26.6603013333333
PCHAS_0300100	3.093575	17.6756976666667
PCHAS_0300200	5.5776816	4.70265033333333
PCHAS_0300300	2.7542092	4.21699633333333
PCHAS_0300400	12.5310558	10.5254326666667
PCHAS_0300600	0.375248	0.338277166666667
PCHAS_0300700	1.6670652	37.3831625
PCHAS_0300800	1.1209382	59.3134528333333
PCHAS_0300900	2.832418	227.0145285
PCHAS_0301000	1305.64035	1093.54463683333
PCHAS_0301100	9.9728876	117.948177
PCHAS_0301200	0.7261964	127.818846333333
PCHAS_0301300	0	0
PCHAS_0301400	0.6874696	9.647483
PCHAS_0301500	0.5271696	13.9466055
PCHAS_0301600	7.9279124	43.6375138333333
PCHAS_0301700	0.8594002	23.6153306666667
PCHAS_0301800	0.749912	83.5515203333333
PCHAS_0301900	0.185847	24.910222
PCHAS_0302000	0.4702458	7.87792433333333
PCHAS_0302050	351.2200432	392.759666166667
PCHAS_0302100	6.8102664	211.0587155
PCHAS_0302300	109.8842378	72.476722
PCHAS_0302400	795.3217118	1007.65928816667
PCHAS_0302500	1058.2204292	969.4696745
PCHAS_0302700	46.4524504	5.3260375
PCHAS_0302800	1018.324133	840.9808485
PCHAS_0302900	32.7848728	35.734512
PCHAS_0303000	93.7223012	79.717962
PCHAS_0303100	44.2413926	31.162474
PCHAS_0303200	8.750915	9.46926833333333
PCHAS_0303300	113.230848	65.8611845
PCHAS_0303400	129.7493022	91.4780193333333
PCHAS_0303500	1785.1910844	1150.014835
PCHAS_0303600	60.0630662	37.7437741666667
PCHAS_0303700	1.846593	1.09220366666667
PCHAS_0303800	32.6913552	11.5273111666667
PCHAS_0303900	61.0084976	60.1900798333333
PCHAS_0304000	8.1372362	3.88553866666667
PCHAS_0304100	102.3575194	102.2888135
PCHAS_0304200	309.3338146	243.869308833333
PCHAS_0304300	7.6903754	3.5395035
PCHAS_0304400	9.6428666	3.34554
PCHAS_0304500	130.8821404	96.4358348333333
PCHAS_0304600	12.2553164	5.755153
PCHAS_0304700	1200.7593672	727.770663
