id	BTCB.1	BTCB.2	BTCB.3	BTCB.4	BTCB.5	BTCB.6	MTCB.1	MTCB.2	MTCB.3	MTCB.4	MTCB.5	MTCB.6
PCHCB_1350900	226	386	208	212	186	282	228	142	78	153	84	145
PCHCB_1351000	640	656	663	655	392	474	1099	368	201	292	353	551
PCHCB_1351100	1636	1591	2589	1414	1377	1614	2233	1318	1091	2217	1359	2045
PCHCB_1351200	1984	1731	3942	1813	2505	2084	1569	942	1426	2498	1445	1655
PCHCB_1351300	3532	3749	6108	3245	4005	3768	3469	3038	2690	5724	2900	5009
PCHCB_1351400	783	721	1070	761	812	754	1273	624	451	1138	658	1087
PCHCB_1351500	29	9	26	22	14	23	53	9	6	15	3	18
PCHCB_1351600	794	1334	1002	666	914	1005	2669	594	282	190	371	886
PCHCB_1351700	457	381	726	435	390	351	344	198	227	531	293	284
PCHCB_1351800	1599	1640	2677	1531	1584	1498	1815	859	1039	1775	1249	1458
PCHCB_1351900	656	489	968	574	607	677	821	387	350	815	444	626
PCHCB_1352000	1650	1407	2205	1511	1304	1343	1744	687	882	1654	1248	1359
PCHCB_1352100	120	165	298	115	282	283	154	91	132	128	89	111
PCHCB_1352200	428	500	842	369	847	654	335	320	404	731	358	580
PCHCB_1352300	1944	1863	3977	1767	2855	2328	1699	1070	1903	2874	1733	1865
PCHCB_1352400	371	435	910	345	638	499	377	366	508	909	396	623
PCHCB_1352500	6074	4859	6725	5990	3749	4212	6936	1987	2032	3609	3090	3861
PCHCB_1352600	978	1018	1754	953	1141	1088	1154	803	717	1957	900	1198
PCHCB_1352700	250	259	593	256	478	374	251	189	231	420	208	290
PCHCB_1352800	67	103	176	63	161	126	52	39	99	38	18	49
PCHCB_1352900	342	432	654	273	620	487	289	116	231	308	180	253
PCHCB_1353000	980	995	1361	968	762	866	1560	778	500	925	689	1223
PCHCB_1353100	71	57	149	44	123	94	48	64	63	55	37	80
PCHCB_1353200	5714	4485	7188	5645	3733	3753	5163	1718	1979	4102	3223	3638
PCHCB_1353300	710	572	867	636	493	508	868	200	335	463	414	421
PCHCB_1353400	3625	3073	3766	3949	2159	2418	4044	1228	887	1591	1790	2030
PCHCB_1353500	515	520	1235	413	731	524	384	198	481	625	396	425
PCHCB_1353600	49834	45602	49252	48960	32082	38338	59534	26787	15168	39589	27899	51123
PCHCB_1353700	3350	4780	3896	2798	3460	4479	13385	4856	2286	2270	2093	6167
PCHCB_1353800	61900	58844	76362	65381	47369	51738	59837	34002	19858	60516	33099	59377
PCHCB_1353900	169	187	162	134	107	153	141	93	47	184	88	165
PCHCB_1354000	14	41	49	16	38	49	12	10	0	2	5	5
PCHCB_1354100	624	567	921	616	630	731	706	508	340	944	504	776
PCHCB_1354200	1250	1023	2047	1273	1199	1163	1062	596	703	1556	907	1127
PCHCB_1354300	1011	890	1643	909	868	763	913	392	547	1155	735	865
PCHCB_1354400	45	22	48	26	22	23	36	16	15	42	23	27
PCHCB_1354500	2125	1991	3197	2059	1783	1765	2354	1146	1127	2330	1631	2024
PCHCB_1354600	200	169	366	138	228	180	155	152	203	346	162	225
PCHCB_1354700	249	190	323	230	212	161	189	133	93	217	138	219
PCHCB_1354800	50	56	56	32	63	80	35	19	26	31	17	21
PCHCB_1354900	394	342	681	352	472	403	335	248	285	619	353	463
PCHCB_1355000	129	182	205	110	145	114	137	120	117	258	124	152
PCHCB_1355100	4829	4887	7260	4623	4177	4794	6838	3872	2320	6244	3359	6388
PCHCB_1355200	325	262	625	259	371	334	234	118	237	356	215	204
PCHCB_1355300	748	656	1343	622	799	710	614	364	512	1007	586	603
PCHCB_1355400	255	267	591	194	408	387	197	161	312	393	219	283
PCHCB_1355500	118	113	274	91	183	150	91	98	149	242	102	168
PCHCB_1355600	698	622	1269	584	839	630	551	361	597	1015	516	626
PCHCB_1355700	1760	1543	1976	1624	1330	1281	1846	700	604	1404	1063	1394
PCHCB_1355800	425	453	800	331	532	442	396	208	310	569	354	439
PCHCB_1355900	8423	6204	9402	8268	5548	5432	9528	3244	2576	6418	5422	6264
PCHCB_1356000	248	308	269	223	247	318	852	185	149	162	191	295
PCHCB_1356100	353	609	675	333	656	880	1483	586	252	265	220	704
PCHCB_1356200	84	91	161	60	128	114	84	72	104	143	78	116
PCHCB_1356300	1694	1603	2376	1613	1395	1504	3208	1375	884	2233	1512	2299
PCHCB_1356400	4019	3449	5703	3683	3663	3271	3236	1640	1888	4133	2707	3291
PCHCB_1356500	6712	6683	13002	5934	8047	7866	6985	4995	5582	11041	5746	7902
PCHCB_1356600	8006	7734	13983	7356	9301	8627	7180	5398	6051	12638	6628	8840
PCHCB_1356700	60	89	103	56	83	85	47	34	30	40	34	23
PCHCB_1356800	183	216	409	195	300	291	280	128	235	425	197	292
PCHCB_1356900	1899	1592	2662	1727	1614	1338	1672	722	1046	2036	1334	1718
PCHCB_1357000	4724	4531	5469	5148	3393	3590	6850	2135	1414	2381	2520	3459
PCHCB_1357100	98	340	113	155	136	198	84	88	23	32	52	73
PCHCB_1357200	550	560	1233	432	782	690	444	323	566	715	421	519
PCHCB_1357300	1201	1211	1959	1120	1751	1649	1686	1061	979	1882	1033	1669
PCHCB_1357400	2578	2440	3281	2438	2096	2110	3225	2041	1178	3329	1874	3293
PCHCB_1357500	331	399	1093	311	642	468	270	335	356	693	335	442
PCHCB_1357600	131	151	230	98	170	179	201	82	143	176	112	122
PCHCB_1357700	1541	1281	1354	1268	858	1105	3927	854	579	686	918	1423
PCHCB_1357800	546	561	1055	493	545	575	715	542	424	1078	445	812
PCHCB_1357900	816	755	1163	789	787	760	958	439	483	1072	708	759
PCHCB_1358000	50	32	87	39	43	34	49	16	39	41	23	39
PCHCB_1358100	447	447	982	396	627	516	487	233	409	736	475	432
PCHCB_1358200	64	9	149	86	50	68	42	16	46	18	60	59
PCHCB_1358300	232	361	557	280	568	423	263	155	263	286	181	207
PCHCB_1358400	65	220	81	119	83	129	80	53	28	19	33	57
PCHCB_1358500	4	37	14	16	21	18	10	1	11	7	5	9
PCHCB_1358600	316	356	767	279	470	421	304	212	366	665	307	393
PCHCB_1358700	594	781	653	566	397	529	1404	572	267	501	430	816
PCHCB_1358800	258	209	309	153	233	236	461	236	132	334	214	378
PCHCB_1358900	7987	8555	15701	7562	11399	10192	8034	5927	5823	13145	6596	10297
PCHCB_1359000	5617	5849	8333	5519	6517	5540	5004	3589	3012	6866	3990	5959
PCHCB_1359100	8196	8834	15991	7318	10010	9489	8701	6773	6840	13887	7217	10923
PCHCB_1359200	49	31	52	26	29	35	39	31	35	61	33	57
PCHCB_1359300	585	553	1248	541	636	604	589	406	649	1074	610	800
PCHCB_1359400	15	28	104	12	48	54	11	25	8	6	8	12
PCHCB_1359500	163	442	169	202	149	257	122	99	18	45	52	86
PCHCB_1359600	535	589	974	497	710	678	544	410	457	881	483	668
PCHCB_1359700	8498	8076	16142	7849	9778	8615	7899	4439	5929	10022	6195	7692
PCHCB_1359800	3770	3528	6376	3487	3892	3449	4703	2594	2566	5187	3280	4125
PCHCB_1359900	122	142	302	91	164	151	118	55	123	230	160	146
PCHCB_1360000	151	154	353	156	238	147	143	67	128	227	128	135
PCHCB_1360100	572	497	1002	413	820	726	442	310	455	717	406	606
PCHCB_1360200	1	8	3	5	11	3	9	1	4	0	1	20
PCHCB_1360300	2319	4511	3624	2208	3835	5106	8820	3593	1628	1445	1422	4168
PCHCB_1360400	145	253	401	166	223	345	210	288	157	406	195	232
PCHCB_1360500	551	815	943	422	1078	926	480	357	327	589	321	494
PCHCB_1360600	1160	1229	2158	972	2094	1873	1010	497	851	1289	666	857
PCHCB_1360700	3634	3318	4072	3307	2676	2964	7039	2664	1729	3131	2623	4030
PCHCB_1360800	1055	1123	1867	1072	1286	1131	1075	721	710	1815	974	1175
PCHCB_1360900	8335	6642	9104	8544	5288	5639	9091	2796	2270	5046	4500	5160
PCHCB_1361000	1275	979	1694	1191	917	1008	814	447	511	1079	684	801
PCHCB_1361100	1614	1507	3004	1549	1391	1362	1715	930	1061	2104	1354	1685
PCHCB_1361200	89	123	244	77	143	161	112	41	145	139	75	83
PCHCB_1361300	2598	2845	4205	2369	3865	3439	3646	1665	1399	2649	1755	2563
PCHCB_1361400	4345	3488	3382	3515	2740	4079	15613	3062	2150	2181	3271	4675
PCHCB_1361500	734	638	1169	699	703	692	829	385	449	900	623	742
PCHCB_1361600	330	262	507	217	358	305	299	131	252	474	319	290
PCHCB_1361700	410	447	666	306	593	601	592	227	271	421	284	362
PCHCB_1361800	6088	4842	8534	5262	5213	4616	4982	2126	2490	5098	3316	4189
PCHCB_1361900	4061	4272	4570	4317	3562	4049	9965	3021	1745	1980	2263	4028
PCHCB_1362000	35	116	181	55	126	99	85	63	76	158	76	73
PCHCB_1362100	306	312	520	298	337	296	260	181	215	484	242	316
PCHCB_1362200	1973	1599	2445	1857	1699	1655	1974	781	847	2008	1364	1371
PCHCB_1362300	1115	1066	1345	1088	832	990	1969	729	570	908	796	1286
PCHCB_1362400	2114	1788	3141	1752	2608	2161	1346	681	833	1627	1174	1410
PCHCB_1362500	28	57	34	28	29	37	11	15	7	9	15	11
PCHCB_1362600	2318	2523	4343	2256	2773	2740	3171	2466	1722	4563	2296	3756
PCHCB_1362700	541	561	1120	432	663	600	582	352	610	1056	559	669
PCHCB_1362800	657	746	1472	709	802	728	1126	552	613	1196	815	964
PCHCB_1362900	3071	2381	3214	2729	1666	1747	3231	1002	583	1166	1383	1775
PCHCB_1363000	572	525	829	556	524	512	736	355	367	817	406	576
PCHCB_1363100	432	717	582	425	598	774	2144	666	322	239	268	812
PCHCB_1363200	1295	1146	2179	1058	1515	1237	1138	878	1098	2099	1093	1555
PCHCB_1363300	852	904	1730	781	1424	1222	774	446	904	1127	756	810
PCHCB_1363400	1403	1395	2240	1518	1261	1222	2153	1012	815	1733	1062	1774
PCHCB_1363500	151	138	165	115	78	110	134	57	44	82	58	89
PCHCB_1363600	35744	34522	45307	36705	28502	30336	41811	23405	15493	38600	23837	37189
PCHCB_1363700	56	47	184	55	128	89	68	46	77	134	53	99
PCHCB_1363800	424	546	1003	387	933	690	398	419	447	785	410	701
PCHCB_1363900	7003	4841	10105	6647	5863	5253	4915	1926	2444	7264	4267	4270
PCHCB_1364000	559	550	1099	495	785	561	474	270	386	746	392	568
PCHCB_1364100	188	159	319	139	196	189	197	158	128	375	202	255
PCHCB_1364200	198	345	434	238	210	441	135	133	77	169	82	163
PCHCB_1364300	82	268	155	124	146	207	66	86	7	27	32	42
PCHCB_1364400	188	194	179	177	121	166	396	149	81	209	144	212
PCHCB_1364500	20	16	24	15	21	21	22	15	7	19	14	10
PCHCB_1364600	1033	1054	1729	1054	1001	832	1020	529	679	1197	821	867
PCHCB_1364700	7552	8805	16526	6590	15863	13894	5659	6592	6789	11832	4793	9812
PCHCB_1364800	276	228	432	190	207	231	289	172	184	294	230	261
PCHCB_1364900	11536	10273	17611	10534	12401	10657	9224	6348	6741	15403	8590	11608
PCHCB_1365000	24	94	38	34	33	58	22	24	9	11	20	19
PCHCB_1365100	3918	3957	5889	3814	4155	3880	6000	2707	2313	3644	2902	3981
PCHCB_1365200	12	18	15	5	14	20	8	12	4	24	7	13
PCHCB_1365300	1239	1034	2130	1085	1637	1417	949	594	1096	1632	918	1200
PCHCB_1365400	170	119	144	111	100	102	452	118	81	91	93	124
PCHCB_1365500	391	398	351	372	275	289	1144	474	216	395	367	664
PCHCB_1365600	422	453	652	377	455	518	609	279	265	552	411	552
PCHCB_1365700	2149	1757	3609	2182	2458	2215	1931	1053	1514	3039	1714	1910
PCHCB_1365800	6099	4589	7057	6235	4348	4672	6598	2118	1953	4584	3596	4097
PCHCB_1365900	402	439	891	301	599	512	311	253	346	503	276	428
PCHCB_1366000	489	490	580	503	316	465	1399	434	312	369	305	576
PCHCB_1366100	34	86	90	53	63	113	31	23	5	8	9	19
PCHCB_1366200	68	106	116	103	76	143	24	24	7	8	19	21
PCHCB_1366300	80	131	256	86	136	133	111	70	102	281	118	122
PCHCB_1366400	54	44	33	45	25	33	40	31	13	24	28	31
PCHCB_1366500	1045	1025	2004	1007	831	924	1327	707	680	1553	850	1223
PCHCB_1366600	2791	2744	5359	2411	4482	3363	2104	1561	2179	3310	1892	2567
PCHCB_1366700	2271	1684	2289	2192	1404	1558	2736	890	696	1770	1327	1741
PCHCB_1366800	107	114	198	106	134	172	90	100	114	232	93	162
PCHCB_1366900	9579	7250	10445	9342	6922	7676	15278	4050	3852	7083	5936	6912
PCHCB_1367000	1256	1173	1637	1214	890	1049	2157	706	565	964	890	1226
PCHCB_1367100	204	222	251	174	153	177	471	207	75	193	141	242
PCHCB_1367200	113	144	263	115	211	210	122	67	165	172	82	92
PCHCB_1367300	9	11	20	17	18	19	21	6	12	9	8	3
PCHCB_1367400	16	57	32	26	33	31	23	12	5	8	10	6
PCHCB_1367500	4240	3886	7735	4265	4585	3884	3803	2495	2568	5938	3566	4464
PCHCB_1367600	356	289	811	234	394	390	376	280	367	717	316	445
PCHCB_1367700	322	245	544	265	412	310	264	178	227	437	234	292
PCHCB_1367800	209	150	370	154	267	233	157	115	207	382	138	277
PCHCB_1367900	3299	3385	4073	3137	2856	3062	7461	2155	1511	2610	2099	3271
PCHCB_1368000	82	120	109	70	79	128	389	109	67	63	84	151
PCHCB_1368100	229	230	579	180	302	279	236	157	253	450	229	299
PCHCB_1368200	60	214	53	91	69	104	52	23	20	36	18	43
PCHCB_1368300	6	12	23	4	7	7	7	16	3	14	2	13
PCHCB_1368400	7047	5417	7493	6720	3622	3665	4416	1548	1261	3111	2863	3411
PCHCB_1368500	452	453	720	450	429	435	402	292	209	606	377	563
PCHCB_1368600	3683	2973	4837	3882	2709	2728	3612	1197	1273	2980	2338	2434
PCHCB_1368700	2555	2288	3845	2360	2270	2158	2484	1403	1379	2977	1896	2363
PCHCB_1368800	5244	5196	8004	5001	5757	5419	5459	3479	3429	7241	3852	5951
PCHCB_1368900	10084	9596	14875	9380	9794	9239	9438	6791	6637	15573	8833	11996
PCHCB_1369000	983	1662	1475	1082	1245	1621	3755	1094	526	472	519	1289
PCHCB_1369100	880	1007	2176	797	1450	1336	1114	1007	1091	2265	956	1562
PCHCB_1369200	576	529	820	591	402	375	520	244	169	512	385	421
PCHCB_1369300	489	353	701	334	373	292	348	197	156	562	353	361
PCHCB_1369400	239	354	476	216	488	432	701	179	250	149	157	260
PCHCB_1369500	159	253	529	98	471	405	155	114	205	138	64	211
PCHCB_1369600	477	383	764	393	370	437	653	174	282	531	281	319
PCHCB_1369700	5619	4600	8154	5757	4703	4849	6459	2219	2636	4858	3625	3995
PCHCB_1369800	20688	19030	24275	19788	14445	15811	24154	13701	8457	20387	13553	22824
PCHCB_1369900	5697	4561	7569	5635	4636	4498	5489	2106	2829	5464	3706	3930
PCHCB_1370000	2149	1708	3106	1902	1926	1743	1686	861	1000	2409	1521	1685
PCHCB_1370100	24440	22554	35919	23735	20799	20299	24277	10751	11435	25293	16054	21137
PCHCB_1370200	174	251	244	132	329	330	204	76	61	108	54	117
PCHCB_1370300	123	144	119	106	61	98	87	88	24	51	36	90
PCHCB_1370400	3143	3161	3815	3094	2226	2737	4968	2384	1214	2914	1894	3842
PCHCB_1370500	116	218	179	90	196	226	238	78	52	88	89	131
PCHCB_1370600	40	45	26	47	46	41	37	12	11	19	12	56
PCHCB_1370650	59	68	33	51	24	30	27	6	9	16	19	20
PCHCB_1370700	23423	22492	26834	26000	14858	18421	20606	9141	5485	13507	9102	15515
PCHCB_1370800	739	850	1132	720	833	837	924	419	351	1049	607	776
PCHCB_1370900	16	13	12	25	25	11	470	266	179	213	462	473
PCHCB_1371000	79	282	261	138	414	348	196	44	22	82	19	141
PCHCB_1371010	11	5	96	6	12	22	480	204	94	199	209	237
PCHCB_1371020	3	23	14	8	3	13	91	65	35	117	129	69
PCHCB_1371030	2	1	12	0	1	14	849	507	435	919	564	1093
PCHCB_1371040	9	1	1	0	0	3	11	13	2	6	37	13
PCHCB_1371050	35	25	59	56	50	62	498	399	354	747	502	761
PCHCB_1371060	39	53	30	59	31	39	618	464	262	711	627	581
PCHCB_1371070	112	128	228	133	52	93	411	177	83	268	202	325
PCHCB_1371080	166	263	354	208	381	352	28	16	8	16	10	23
PCHCB_1400010	29	63	99	60	58	46	367	95	28	215	124	154
PCHCB_1400020	3	6	26	18	6	8	311	74	60	320	157	166
PCHCB_1400030	0	0	4	0	0	0	38	3	90	26	33	7
PCHCB_1400040	187	178	222	235	160	145	332	78	114	223	138	229
PCHCB_1400050	60	32	73	41	27	23	457	260	203	287	512	505
PCHCB_1400500	828	767	1509	720	1200	1396	1028	643	732	1527	799	1005
PCHCB_1400600	702	1066	1566	566	1880	1426	488	360	269	270	217	418
PCHCB_1400700	102	24	74	54	20	35	202	33	16	42	69	109
PCHCB_1400710	108	252	278	93	353	338	160	82	62	175	112	115
PCHCB_1400720	0	14	5	2	0	4	58	28	10	41	25	37
PCHCB_1400730	11	12	2	40	5	2	17	14	9	39	21	22
PCHCB_1400740	5	5	11	3	12	16	4	16	2	8	5	9
PCHCB_1400750	231	606	698	267	980	802	384	218	148	244	100	276
PCHCB_1400760	97	102	260	109	141	141	1572	1538	1665	2578	1262	2130
PCHCB_1400770	22	20	17	18	24	19	114	93	31	83	59	103
PCHCB_1400780	73	33	51	68	39	40	590	295	283	706	626	632
PCHCB_1401300	60	23	45	42	35	36	393	213	248	703	524	497
PCHCB_1401400	343	217	488	277	295	205	193	69	125	227	235	233
PCHCB_1401451	72	58	137	94	62	77	28	29	26	62	37	67
PCHCB_1401500	740	962	1128	679	1378	1456	1260	504	304	286	276	747
PCHCB_1401600	155	134	171	138	101	140	163	66	44	102	88	98
PCHCB_1401700	10688	9993	13643	11214	8746	8639	14347	5897	4229	8511	7226	8754
PCHCB_1401751	8	2	11	9	8	23	3	0	3	12	3	0
PCHCB_1401800	412	1060	1138	488	2231	1489	475	265	212	152	114	339
PCHCB_1401850	38	32	86	49	53	79	13	8	0	3	4	7
PCHCB_1401900	926	1309	2272	856	1504	1343	1331	1274	1221	1135	798	1660
PCHCB_1402000	26	51	36	30	59	78	206	104	104	134	86	209
PCHCB_1402100	836	1021	1406	784	1108	1015	1329	801	437	1183	752	1180
PCHCB_1402200	31	77	78	29	73	80	57	41	17	17	13	54
PCHCB_1402300	462	549	814	298	880	611	337	276	395	388	211	365
PCHCB_1402400	163	161	253	153	185	174	479	162	89	229	102	276
PCHCB_1402500	264290	219990	286764	252432	174996	161649	268939	105170	69640	180783	154237	195385
PCHCB_1402600	65937	58060	79490	64394	47827	53992	69333	36906	26376	76733	40636	72933
PCHCB_1402700	254	332	429	186	335	312	521	405	200	440	194	506
PCHCB_1402800	50	275	72	87	92	129	47	60	23	18	27	51
PCHCB_1402900	1920	1489	2920	1619	2179	2029	1463	893	1446	2453	1445	1641
PCHCB_1403000	1374	1419	2110	1314	1468	1306	1137	714	698	1564	981	1203
PCHCB_1403100	948	935	1654	899	1144	1017	815	435	517	974	681	659
PCHCB_1403200	5883	5900	11550	5270	6649	6508	5812	3588	4849	8009	4693	5846
PCHCB_1403300	428	365	721	283	491	368	398	182	333	566	294	359
PCHCB_1403400	2392	1871	2792	2300	1883	1999	2887	1495	991	2720	1687	2742
PCHCB_1403500	3565	3561	5936	3467	3160	3297	3627	2046	2174	4765	2692	3489
PCHCB_1403600	335	334	674	310	424	297	296	254	318	615	339	482
PCHCB_1403700	248	233	448	222	283	219	270	167	257	400	228	279
PCHCB_1403800	523	545	841	500	689	643	536	284	386	683	433	522
PCHCB_1403900	5597	4565	7034	5111	4788	4323	7965	2742	2769	4466	3858	4948
PCHCB_1404000	365	428	469	367	306	329	490	268	203	552	303	507
PCHCB_1404100	209	243	450	173	329	236	182	99	206	271	154	179
PCHCB_1404200	21983	14450	24631	22193	16957	17920	24507	8636	10213	23922	16717	17672
PCHCB_1404300	54	53	38	45	50	48	46	25	24	40	31	49
PCHCB_1404400	5881	4818	6567	5938	3939	4067	6693	2471	1614	3871	3219	4091
PCHCB_1404500	9049	7388	10796	9481	6711	6198	8044	3603	2762	7080	5203	6801
PCHCB_1404600	1749	1655	2260	1724	1226	1386	2013	829	724	1515	1178	1464
PCHCB_1404700	395	341	441	301	265	319	324	235	192	429	222	335
PCHCB_1404800	426	373	824	361	553	482	331	207	319	700	304	402
PCHCB_1404900	928	1009	1295	606	1776	1789	882	112	33	139	133	168
PCHCB_1405000	291	269	482	206	347	284	213	113	196	378	223	208
PCHCB_1405100	585	578	937	554	568	573	663	418	491	1126	590	801
PCHCB_1405200	37	38	34	24	24	31	25	16	21	31	13	19
PCHCB_1405300	254	306	486	199	270	277	247	171	222	483	218	360
PCHCB_1405400	12450	9565	14322	12843	7283	7762	11406	3209	3105	6480	5848	6579
PCHCB_1405500	1594	1385	2385	1536	1320	1269	1449	553	752	1427	1026	1146
PCHCB_1405600	710	618	1358	558	701	634	701	412	467	1000	521	681
PCHCB_1405700	4809	3401	6774	4398	4496	3886	3450	1572	2263	5227	3372	3368
PCHCB_1405800	327	301	594	275	380	365	344	200	288	540	261	349
PCHCB_1405900	181	117	297	120	217	166	145	97	161	232	126	120
PCHCB_1406000	1040	874	1387	1073	798	951	1296	589	503	1275	838	1068
PCHCB_1406100	35	31	54	49	27	30	59	31	16	60	18	53
PCHCB_1406200	0	6	3	3	0	4	1	3	0	0	1	1
PCHCB_1406300	325	301	483	283	351	317	342	141	162	360	221	291
PCHCB_1406400	572	440	588	556	315	395	927	285	180	212	299	389
PCHCB_1406500	248	214	454	246	263	260	297	172	246	526	202	364
PCHCB_1406600	6065	5577	7243	5887	4659	5085	7948	3547	2522	5703	4129	5592
PCHCB_1406700	286	302	620	197	444	334	217	161	325	299	155	241
PCHCB_1406800	4098	3429	6057	3910	3473	3212	3956	2015	1808	4577	2819	3818
PCHCB_1406900	84	107	147	61	107	135	38	30	16	43	17	37
PCHCB_1407000	2140	1987	3308	2014	2094	2045	2366	1342	1306	2676	1702	2295
PCHCB_1407100	1264	1156	1703	1198	1159	1167	1384	638	535	1299	810	1235
PCHCB_1407200	317	346	561	325	321	356	405	178	214	448	304	311
PCHCB_1407300	1274	1210	2221	1239	1378	1241	1185	600	802	1578	1075	1153
PCHCB_1407400	280	313	610	249	465	393	270	278	291	704	250	515
PCHCB_1407500	162	229	449	166	380	338	174	91	204	221	123	162
PCHCB_1407600	247	266	444	231	255	228	213	123	191	364	245	268
PCHCB_1407700	334	310	547	250	305	295	236	149	229	467	260	290
PCHCB_1407800	34	65	66	40	35	88	18	18	6	18	24	24
PCHCB_1407900	24	36	69	30	10	10	22	9	9	21	19	38
PCHCB_1408000	2441	1988	3235	2518	2043	1833	2318	935	877	2546	1631	1826
PCHCB_1408100	3781	3144	4485	3953	3328	3375	4219	1638	1392	3074	2309	3005
PCHCB_1408200	418	423	721	411	429	369	323	137	203	420	249	338
PCHCB_1408300	746	814	752	746	584	801	2867	696	473	496	486	983
PCHCB_1408400	574	757	722	518	572	668	2553	640	332	308	364	780
PCHCB_1408500	631	602	985	542	493	543	721	395	327	861	369	537
PCHCB_1408600	7165	6622	12730	6342	9371	7334	4864	3049	4739	8451	4731	5511
PCHCB_1408700	2173	2446	4802	1988	2905	2486	2141	1693	2119	3434	1870	2893
PCHCB_1408800	13503	9672	15063	12963	9396	10010	13574	5039	4846	12455	9240	10471
PCHCB_1408900	354	377	676	311	519	481	311	238	317	551	287	436
PCHCB_1409000	443	361	694	368	432	459	408	244	380	781	361	424
PCHCB_1409100	579	461	792	557	413	453	493	261	317	756	458	585
PCHCB_1409200	962	873	1211	923	766	834	1512	692	472	1006	764	1138
PCHCB_1409300	3525	2801	4846	3519	3120	2710	2423	1139	1080	2655	2049	2174
PCHCB_1409400	176	153	349	129	299	235	179	139	261	233	121	221
PCHCB_1409500	5156	5392	9771	4902	5757	5342	5546	3812	3852	7518	4138	6737
PCHCB_1409600	5490	4524	5770	4976	4304	4222	6158	2404	2163	4182	3285	4225
PCHCB_1409700	1528	1370	2551	1381	1577	1303	1350	578	754	1202	968	1145
PCHCB_1409800	1588	1453	2500	1528	1734	1616	1356	699	747	1711	1094	1181
PCHCB_1409900	162	147	335	114	248	208	158	100	150	212	108	192
PCHCB_1410000	110	161	344	132	299	224	115	99	177	244	136	169
PCHCB_1410100	725	663	1293	538	959	917	617	322	641	1071	567	722
PCHCB_1410200	239	275	557	173	368	321	192	193	289	319	190	232
PCHCB_1410300	23	25	45	15	41	19	10	11	37	23	6	16
PCHCB_1410400	1181	1189	1857	1100	966	1043	1436	660	781	1544	830	1075
PCHCB_1410500	326	276	528	242	367	308	339	149	276	594	254	356
PCHCB_1410600	142	279	199	163	154	221	770	244	119	138	120	425
PCHCB_1410700	318	248	696	234	405	398	303	224	332	586	251	333
PCHCB_1410800	1951	1662	2744	1509	1955	1176	1099	316	408	1095	844	704
PCHCB_1410900	385	369	726	322	509	347	407	311	343	857	391	459
PCHCB_1411000	462	401	776	312	500	487	424	326	295	785	406	584
PCHCB_1411100	200	400	349	212	396	407	1182	505	193	181	154	574
PCHCB_1411200	404	432	949	401	839	725	321	224	430	465	252	332
PCHCB_1411300	478	512	958	410	586	536	404	364	500	1011	490	681
PCHCB_1411400	106	67	177	57	162	180	66	89	64	224	70	130
PCHCB_1411500	59	104	126	61	86	161	45	19	8	9	11	19
PCHCB_1411600	1586	1355	2113	1446	1344	1350	1667	706	777	1696	1098	1309
PCHCB_1411700	1974	1798	2850	1777	1586	1697	2026	1168	1097	2632	1491	2326
PCHCB_1411800	2684	2486	4394	2652	2560	2540	2738	1177	1564	2881	2066	2168
PCHCB_1411900	5937	5504	9249	5477	5554	5104	5753	4042	3411	8389	4758	7062
PCHCB_1412000	1589	1617	2217	1387	1634	1633	2091	802	851	1331	1041	1487
PCHCB_1412100	494	544	836	398	535	475	490	428	416	860	425	722
PCHCB_1412200	23259	21171	39181	21500	29863	25328	19195	11721	14912	29444	17077	19686
PCHCB_1412300	2450	2412	4635	1946	3637	2957	2058	1606	1996	3932	1979	2843
PCHCB_1412400	29	33	41	13	10	19	64	11	13	45	18	31
PCHCB_1412500	1244	1003	1313	1142	683	844	1821	471	430	660	707	793
PCHCB_1412600	179	191	419	137	207	208	268	93	201	271	153	190
PCHCB_1412700	237	195	463	198	266	269	198	178	200	445	238	248
PCHCB_1412800	332	366	636	252	578	403	263	186	317	372	222	302
PCHCB_1412900	31	31	8	25	21	4	43	35	0	51	17	30
PCHCB_1413000	9840	8877	15620	9695	8110	7812	9552	4831	4524	10420	6816	8970
PCHCB_1413100	1938	1926	2687	1608	1806	1997	3962	1091	1013	1690	1253	1970
PCHCB_1413200	7846	6070	11215	7813	5851	5127	5080	2138	2441	5303	3827	4067
PCHCB_1413300	472	404	827	456	404	409	646	401	342	759	369	589
PCHCB_1413400	15	7	11	2	4	4	15	4	0	3	0	5
PCHCB_1413500	219	260	456	150	290	247	197	140	239	376	217	239
PCHCB_1413600	162	195	336	142	218	215	176	136	150	348	172	257
PCHCB_1413700	428	418	943	341	595	476	310	249	379	486	337	337
PCHCB_1413800	470	406	432	479	410	528	1753	348	241	286	284	519
PCHCB_1413900	705	759	675	620	512	717	2747	564	416	330	462	724
PCHCB_1414000	123	162	349	88	245	279	108	95	159	196	101	145
PCHCB_1414100	1939	1482	3388	1712	2149	2157	1785	947	1771	2997	1712	1660
PCHCB_1414200	1170	944	1567	1038	892	849	1092	453	463	1027	699	795
PCHCB_1414300	1368	1077	1928	1223	1313	1105	1172	516	861	1490	960	1053
PCHCB_1414400	202	200	422	159	385	318	185	129	237	233	131	206
PCHCB_1414500	1245	871	1932	1086	1103	1087	953	554	883	1743	903	871
PCHCB_1414600	289	227	468	190	213	263	230	149	237	371	174	259
