id	BTCB.1	BTCB.2	BTCB.3	BTCB.4	BTCB.5	BTCB.6	MTCB.1	MTCB.2	MTCB.3	MTCB.4	MTCB.5	MTCB.6
PCHCB_0100050	107	70	95	98	111	130	122	35	30	225	106	125
PCHCB_0100100	472	1165	992	467	1613	1828	1420	708	279	359	253	814
PCHCB_0100300	31	33	23	12	30	17	49	6	1	52	41	54
PCHCB_0100400	38	27	27	32	18	11	28	8	12	30	26	29
PCHCB_0100500	32	82	60	36	125	135	1733	773	223	358	258	1145
PCHCB_0100600	36	31	33	59	24	28	40	28	17	20	37	28
PCHCB_0100651	0	0	0	0	1	0	0	1	0	3	0	0
PCHCB_0100750	83	195	421	139	415	355	252	156	144	153	70	205
PCHCB_0100800	37	58	78	42	54	74	93	29	27	30	30	52
PCHCB_0100900	749	947	1491	595	1125	1167	1463	940	696	1269	670	1242
PCHCB_0101000	1232	1103	1794	1214	1330	1389	1003	479	656	1699	732	1198
PCHCB_0101100	250	420	451	246	378	523	903	358	263	260	173	407
PCHCB_0101200	8911	8267	11806	9117	7250	8113	8168	4092	3833	8828	5456	8318
PCHCB_0101300	38624	33188	42945	39906	22996	27579	33453	15213	10400	28041	18653	30031
PCHCB_0101400	19151	25347	34138	17627	36775	31310	19224	13056	12321	23802	12178	23880
PCHCB_0101500	1158	1090	1564	1180	1103	1142	1040	627	678	1642	974	1231
PCHCB_0101600	1256	1180	2003	1240	1653	1307	946	550	604	1192	850	1003
PCHCB_0101700	241	263	574	220	463	355	230	240	305	467	225	374
PCHCB_0101800	25	12	28	14	19	17	26	11	17	30	13	16
PCHCB_0101900	837	740	1504	759	846	661	559	348	520	1008	624	663
PCHCB_0102000	448	406	774	362	519	438	369	302	452	845	420	596
PCHCB_0102100	2568	2097	3609	2497	2406	2094	2130	1076	1173	2800	1869	1993
PCHCB_0102200	34	84	136	48	107	104	59	40	42	52	44	55
PCHCB_0102300	152	189	317	137	152	177	146	68	95	158	98	139
PCHCB_0102400	1459	1301	2428	1560	1507	1367	1470	644	681	1448	1001	1203
PCHCB_0102500	1271	1137	2314	1059	1243	1172	1318	567	817	1212	833	1089
PCHCB_0102600	1354	1347	2514	1346	1534	1384	1499	1037	1059	2093	1282	1717
PCHCB_0102700	521	483	915	421	625	563	448	360	445	786	435	577
PCHCB_0102800	738	842	1609	701	1186	1100	837	521	611	1200	634	892
PCHCB_0102900	738	719	1452	731	1026	884	722	334	574	941	548	626
PCHCB_0103000	1449	1386	2621	1434	1460	1347	1829	1179	1178	2822	1545	2055
PCHCB_0103100	103	123	135	59	158	184	50	11	16	18	22	21
PCHCB_0103200	369	331	680	319	416	437	330	196	357	455	298	317
PCHCB_0103300	2240	1771	2046	1995	1160	1215	3081	639	440	545	969	1162
PCHCB_0103400	21	26	42	22	26	41	11	5	9	8	8	11
PCHCB_0103500	430	419	848	310	615	526	422	185	428	529	305	330
PCHCB_0103600	5793	5508	4378	5297	4014	5132	20460	5375	3100	3328	4949	7697
PCHCB_0103700	44	68	170	70	112	84	69	79	96	103	27	152
PCHCB_0103800	643	535	1431	556	767	679	616	344	496	1086	593	564
PCHCB_0103900	40	116	72	37	49	76	32	31	21	40	21	37
PCHCB_0104000	4482	3759	8036	4340	5170	4159	2636	1193	1509	3191	2237	2364
PCHCB_0104100	985	983	1910	983	1098	959	1056	924	815	1938	915	1432
PCHCB_0104200	139	150	360	147	290	225	123	67	162	155	99	141
PCHCB_0104300	62	77	186	57	107	98	55	66	100	164	92	164
PCHCB_0104400	298	240	582	182	329	321	303	251	330	578	308	471
PCHCB_0104500	4200	3621	5710	4073	3729	3361	4655	2048	1565	4288	3075	3571
PCHCB_0104600	843	790	1143	766	780	880	1236	613	468	1249	668	1028
PCHCB_0104700	885	943	1133	842	723	755	1183	696	436	1045	706	980
PCHCB_0104800	187	184	345	189	163	211	140	108	83	251	152	128
PCHCB_0104900	574	478	1005	499	470	487	480	206	343	744	493	519
PCHCB_0105000	66	152	168	97	73	119	26	14	5	8	10	30
PCHCB_0105100	19	69	40	34	33	54	23	31	12	14	17	21
PCHCB_0105200	878	627	1504	706	853	686	637	378	591	1297	639	782
PCHCB_0105300	42	87	79	39	55	120	53	28	34	62	43	35
PCHCB_0105400	960	1219	1981	899	1900	1579	1140	476	656	926	580	790
PCHCB_0105500	925	790	1932	713	989	837	660	475	796	1224	743	947
PCHCB_0105600	358	397	579	409	372	413	557	356	283	654	349	598
PCHCB_0105700	29	151	67	54	48	88	53	54	5	17	13	37
PCHCB_0105800	624	667	1258	540	866	707	553	333	542	979	564	636
PCHCB_0105900	2960	2463	4648	2590	3605	2978	2080	1285	1814	3511	1929	2585
PCHCB_0106000	12872	10912	20471	12433	12122	9436	9621	5078	5653	12239	8979	8838
PCHCB_0106100	246	246	795	212	433	392	217	171	408	455	184	281
PCHCB_0106200	1008	832	1813	770	1142	828	784	568	503	1501	764	939
PCHCB_0106300	13	10	15	7	13	19	4	0	0	1	1	1
PCHCB_0106400	120	197	281	109	192	187	127	107	155	234	149	150
PCHCB_0106500	16	26	32	21	34	36	22	27	47	60	25	52
PCHCB_0106600	1696	1619	2849	1724	1870	1855	1916	1281	1118	2869	1481	1942
PCHCB_0106700	223	265	520	226	289	251	200	152	269	438	260	290
PCHCB_0106800	47	119	141	90	83	122	37	53	17	57	25	50
PCHCB_0106900	13693	10519	13433	13016	8945	9968	18634	6865	5771	13303	10246	12419
PCHCB_0107000	121	137	199	106	174	156	109	80	120	136	87	166
PCHCB_0107100	320	325	724	253	446	361	243	201	304	422	238	319
PCHCB_0107200	96	115	225	98	138	161	83	94	135	219	90	145
PCHCB_0107300	628	539	1250	502	665	524	406	240	347	692	408	463
PCHCB_0107400	78	62	174	80	123	71	51	71	83	166	58	90
PCHCB_0107500	438	500	1005	439	847	670	406	265	527	692	372	412
PCHCB_0107550	572	551	1112	605	643	523	610	262	504	1044	566	699
PCHCB_0107600	347	346	507	360	351	369	441	305	219	522	318	437
PCHCB_0107700	2569	2681	5342	2282	2888	2643	2350	2211	2394	5268	2511	3833
PCHCB_0107800	26	37	53	25	20	39	30	27	16	44	19	43
PCHCB_0107900	2107	2192	5150	1707	3468	2886	1764	1542	2388	3276	1706	2427
PCHCB_0108000	14761	14458	25629	13496	18665	16627	14336	10652	10697	26735	12115	16868
PCHCB_0108100	987	885	1502	878	944	914	847	468	713	1357	672	898
PCHCB_0108200	26342	17812	32268	25624	20099	19780	24235	7380	8920	20992	15464	15542
PCHCB_0108300	588	540	1022	459	744	715	676	489	551	1074	477	780
PCHCB_0108400	114	140	268	83	251	168	120	59	130	189	95	171
PCHCB_0108500	1091	989	1388	1089	886	825	1207	471	468	852	726	917
PCHCB_0108600	92	129	279	91	281	231	104	55	129	99	58	118
PCHCB_0108700	68	64	97	45	58	66	43	36	41	65	34	39
PCHCB_0108800	980	1220	1777	893	1647	1603	2047	638	685	799	626	1027
PCHCB_0108900	748	939	726	654	634	846	3037	1125	481	580	562	1327
PCHCB_0109000	589	506	926	440	584	538	559	329	445	988	544	692
PCHCB_0109100	535	616	971	547	531	522	561	315	359	786	401	579
PCHCB_0109200	668	684	1364	676	645	562	683	275	411	749	503	522
PCHCB_0109300	1498	1278	2092	1367	1256	1040	1328	600	578	1244	771	1147
PCHCB_0109400	57403	54778	120092	61907	55902	51734	40635	19611	42980	56851	38663	39121
PCHCB_0109500	454	546	823	467	499	490	649	441	425	932	448	710
PCHCB_0109600	1073	1104	2374	1205	1295	1107	985	569	714	2088	1014	1009
PCHCB_0109700	8151	7164	12987	7630	7941	6940	6405	4083	4412	9931	5983	7190
PCHCB_0109800	4444	3331	6436	4141	3819	3661	3495	1617	1709	4358	2527	3169
PCHCB_0109900	421	497	524	322	441	443	1482	551	388	476	390	748
PCHCB_0110000	1036	795	1293	909	609	670	1351	446	327	938	582	710
PCHCB_0110100	713	622	1252	546	717	650	731	400	509	1055	540	656
PCHCB_0110200	2742	2538	3738	2726	2031	2175	2807	1731	1380	3483	1979	2953
PCHCB_0110300	2507	2206	3521	2414	2331	2175	2454	909	1145	2147	1690	1770
PCHCB_0110400	39	94	24	49	45	70	59	19	7	19	25	24
PCHCB_0110500	944	1073	963	947	702	987	3104	736	487	502	711	1090
PCHCB_0110600	2197	2701	5004	2269	2913	2918	2693	2269	1716	4734	2253	3474
PCHCB_0110700	26589	20780	27680	29618	15553	17314	19067	6742	5524	12763	10283	12632
PCHCB_0110800	560	536	888	494	504	469	557	416	385	847	469	668
PCHCB_0110900	241	307	381	305	173	117	467	125	84	210	180	332
PCHCB_0111000	1487	1450	2779	1237	1951	1723	1340	765	1292	2020	1179	1422
PCHCB_0111100	769	759	652	671	537	600	2017	540	257	300	438	791
PCHCB_0111200	127	112	152	89	104	110	177	83	43	165	103	130
PCHCB_0111300	52	81	147	88	112	96	161	38	105	134	77	58
PCHCB_0111400	26	119	50	39	45	75	32	29	6	29	8	25
PCHCB_0111500	118	123	254	97	185	163	101	103	127	178	100	128
PCHCB_0111600	1705	2487	1744	1527	1719	2238	8021	2495	1103	1247	1287	3248
PCHCB_0111700	1295	1271	1693	1139	1335	1384	1530	787	599	1493	799	1211
PCHCB_0111800	1278	1435	2641	1212	2266	1817	990	631	952	1431	877	1161
PCHCB_0111900	843	846	1584	696	1085	919	677	618	729	1337	701	1126
PCHCB_0112000	356	405	612	273	251	423	768	275	359	504	383	486
PCHCB_0112100	227	216	555	116	383	333	232	278	233	704	260	353
PCHCB_0112200	978	1354	1118	930	1020	1288	4531	1074	576	454	648	1391
PCHCB_0112300	742	677	1298	649	761	688	835	571	525	1302	685	1060
PCHCB_0112400	479	434	890	398	756	605	487	298	394	679	376	502
PCHCB_0112500	205	318	304	178	282	321	1099	321	206	143	169	333
PCHCB_0112600	814	807	1327	744	827	714	939	448	513	942	646	770
PCHCB_0112700	22612	16574	16742	22314	11375	14621	37411	9568	6294	7722	11730	15961
PCHCB_0112800	2009	2914	2723	1900	2571	3133	7052	1787	850	701	929	2523
PCHCB_0112900	336	306	291	221	267	307	1051	236	160	120	147	304
PCHCB_0113000	476	961	1147	396	1621	1395	743	284	186	330	214	520
PCHCB_0113100	1021	1220	1594	904	1583	1534	1965	923	732	1225	866	1337
PCHCB_0113200	4275	4406	4194	4278	2738	3248	5259	2492	1179	2383	1987	3771
PCHCB_0113300	58	29	58	54	42	28	11	11	11	12	10	5
PCHCB_0113400	436	445	827	379	596	503	371	268	223	592	272	409
PCHCB_0113500	5487	5409	5960	5931	3563	4046	4605	2237	1124	2409	1862	3354
PCHCB_0113600	242	260	318	196	481	438	252	145	87	129	75	226
PCHCB_0113800	73	247	232	86	352	354	52	45	18	64	33	106
PCHCB_0113900	40	136	129	52	209	147	28	18	3	2	5	29
PCHCB_0114000	975	2527	2109	1101	5120	4664	80	30	17	32	10	55
PCHCB_0114100	656	1264	1472	623	1894	1476	911	896	883	473	458	1017
PCHCB_0114200	951	2227	2850	1067	4540	3972	995	586	468	605	243	861
PCHCB_0114300	1083	2040	1971	1143	1873	2610	4458	1403	941	626	710	1841
PCHCB_0114400	83	284	286	103	315	383	270	236	42	62	48	211
PCHCB_0114500	261	253	110	258	165	167	1513	425	239	562	598	743
PCHCB_0114600	496	498	1065	433	715	725	713	517	425	942	482	760
PCHCB_0114700	43	80	70	38	206	120	76	55	39	46	25	106
PCHCB_0114800	54	10	20	14	13	12	160	112	103	55	152	159
PCHCB_0114900	116	182	176	153	153	105	179	56	65	101	141	114
PCHCB_0115000	85	35	61	81	33	51	169	159	68	101	96	183
PCHCB_0115100	9	15	21	10	4	12	28	27	15	27	15	31
PCHCB_0115200	66	95	101	84	35	83	219	121	85	175	181	318
PCHCB_0115250	17	21	86	16	25	38	72	72	46	123	64	59
PCHCB_0115350	130	248	279	182	368	386	140	92	34	46	25	113
PCHCB_0115400	45	60	39	37	67	11	41	0	33	17	5	12
PCHCB_0200001	106	172	256	101	294	245	83	54	48	53	34	78
PCHCB_0200011	70	28	137	122	105	103	150	92	67	205	110	83
PCHCB_0200021	125	48	57	102	34	64	164	64	35	101	112	108
PCHCB_0200035	36	15	28	25	10	11	23	6	2	11	37	21
PCHCB_0200041	8425	8701	10610	7871	10637	10123	9815	7046	5197	13460	6463	12436
PCHCB_0200045	120	199	304	165	187	141	237	115	102	176	123	190
PCHCB_0200051	1826	3421	3824	1876	5556	5318	2160	825	773	1091	766	1462
PCHCB_0200055	55	80	25	64	40	17	48	9	7	15	18	42
PCHCB_0200061	292	931	848	357	1706	1610	579	294	95	137	72	390
PCHCB_0200065	7228	7232	8338	7618	4699	5896	8497	3922	2175	4775	3630	6516
PCHCB_0200071	105943	98739	129639	100308	88060	97194	130072	56095	43810	102484	66723	109700
PCHCB_0200100	3	9	7	12	15	6	12	21	0	6	3	0
PCHCB_0200200	153	137	325	129	198	176	130	76	165	198	103	123
PCHCB_0200300	219	125	351	200	231	142	289	150	170	361	191	303
PCHCB_0200400	713	727	1362	649	1074	946	653	400	657	987	558	723
PCHCB_0200500	4	17	34	13	45	13	59	22	27	37	17	13
PCHCB_0200600	253	258	538	250	421	316	309	269	247	557	249	423
PCHCB_0200700	1118	1133	2078	1083	1212	1199	1678	905	938	1743	1000	1370
PCHCB_0200800	3472	2688	3607	3361	2020	2345	3376	1202	884	2088	1718	2105
PCHCB_0200900	4511	3694	6398	4560	2919	3261	5155	1571	1624	2725	2505	2758
PCHCB_0201000	148	86	207	83	209	139	188	137	84	384	122	167
PCHCB_0201100	111	172	172	98	95	207	55	31	27	43	26	36
PCHCB_0201200	54	61	146	27	97	89	65	35	58	112	43	39
PCHCB_0201300	1447	1538	2708	1505	1632	1546	1793	955	936	2176	1195	1758
PCHCB_0201400	20421	17417	30051	20052	18837	17458	18696	11253	9601	26791	15594	20173
PCHCB_0201500	2557	2574	3877	2287	3221	2991	3955	1489	1310	2418	1683	2365
PCHCB_0201600	3571	2870	4348	3238	2576	2331	2823	1172	1058	2620	1821	2427
PCHCB_0201700	470	509	936	440	610	556	532	383	363	854	430	667
PCHCB_0201800	235	226	513	179	295	254	270	214	151	485	191	258
PCHCB_0201900	492	450	932	372	490	454	526	256	424	749	475	552
PCHCB_0202000	157	210	193	146	108	162	126	98	73	106	67	116
PCHCB_0202100	316	332	559	257	241	316	697	306	218	462	361	570
PCHCB_0202150	687	655	776	573	511	576	1977	662	437	755	771	934
PCHCB_0202200	1198	1068	2320	1072	1408	1240	890	488	767	1357	901	846
PCHCB_0202300	267	283	607	228	357	293	229	174	277	428	232	294
PCHCB_0202400	27	31	54	33	32	36	33	35	30	34	27	42
PCHCB_0202500	285	202	539	246	336	285	276	276	252	595	279	497
PCHCB_0202600	777	722	1478	738	877	873	831	538	608	1350	666	876
PCHCB_0202700	84	104	233	89	103	111	101	53	91	193	84	89
PCHCB_0202800	277	395	602	273	356	378	271	180	238	448	246	266
PCHCB_0202900	512	1842	746	808	660	983	401	284	86	108	196	274
PCHCB_0203000	430	991	894	446	908	1236	2631	1167	462	451	376	1226
PCHCB_0203100	1755	1620	2408	1706	1406	1537	2543	972	936	1791	1336	1784
PCHCB_0203200	5243	4489	6179	5131	4020	4010	5587	2077	1970	3324	3147	3791
PCHCB_0203300	418	322	691	275	363	360	416	274	347	694	326	485
PCHCB_0203400	1827	4908	4411	2027	7632	7139	4172	1799	962	1527	778	2928
PCHCB_0203500	483	560	779	402	660	595	529	334	302	719	356	657
PCHCB_0203600	19640	15114	23918	19700	12441	10927	11649	3847	4002	8268	7910	7714
PCHCB_0203700	471	470	907	400	580	592	574	294	435	825	474	456
PCHCB_0203800	3022	2835	4486	2664	2890	2698	2752	2208	1986	5238	2817	4141
PCHCB_0203900	186	194	322	116	280	198	194	180	214	335	217	265
PCHCB_0204000	270	283	514	229	438	338	220	161	271	373	219	296
PCHCB_0204100	124	135	257	94	213	162	150	132	114	282	116	209
PCHCB_0204200	155	326	217	187	175	263	106	41	23	31	29	46
PCHCB_0204300	16942	14707	23792	16044	16620	15427	21345	8514	8064	15604	12185	15480
PCHCB_0204400	1809	1919	3625	1982	1884	1924	1981	1130	1215	2604	1686	1913
PCHCB_0204500	159	150	390	95	206	165	124	105	144	258	119	161
PCHCB_0204600	107	118	249	77	121	109	116	74	89	116	88	99
PCHCB_0204700	1608	1591	1966	1587	1099	1363	3053	1357	679	1416	1082	2097
PCHCB_0204800	401	419	779	358	480	523	468	250	398	681	433	474
PCHCB_0204900	1184	1046	1577	1087	889	991	1454	836	615	1626	989	1538
PCHCB_0205000	339	351	604	236	575	476	227	126	145	202	127	202
PCHCB_0205100	42	36	39	24	29	19	38	16	22	36	22	41
PCHCB_0205200	1705	1325	2220	1611	1208	1212	1542	689	688	1880	1098	1441
PCHCB_0205300	58	110	151	42	142	113	53	49	72	88	47	42
PCHCB_0205400	20531	17286	29006	20255	17534	15071	19470	8744	8916	18437	14271	16826
PCHCB_0205500	196	174	256	151	139	192	579	198	128	161	177	273
PCHCB_0205600	870	844	1729	751	1270	1048	810	543	751	1464	868	975
PCHCB_0205700	1565	1300	2068	1610	920	1097	2076	497	482	722	843	900
PCHCB_0205800	103	121	192	73	150	146	125	69	105	172	97	151
PCHCB_0205900	4066	3560	4153	4287	2348	2620	5186	1244	914	1117	2073	2319
PCHCB_0206000	66	67	65	47	70	93	61	34	20	45	37	45
PCHCB_0206100	1024	882	1979	945	1279	1058	868	410	753	1399	774	706
PCHCB_0206200	185	247	529	177	300	260	241	167	263	457	206	303
PCHCB_0206300	177	363	277	195	246	304	1163	431	159	218	182	560
PCHCB_0206400	3166	3025	4902	2946	2377	2620	3901	2161	1516	3640	2044	3094
PCHCB_0206500	273	308	653	190	475	456	229	151	284	299	191	214
PCHCB_0206600	622	613	949	524	482	507	675	391	405	973	500	620
PCHCB_0206700	209	292	292	144	336	471	840	325	136	173	148	382
PCHCB_0206800	18	44	15	10	10	27	13	8	4	3	3	12
PCHCB_0206900	214	225	417	163	318	272	177	114	251	277	189	206
PCHCB_0207000	272	340	721	204	378	339	259	192	296	464	236	308
PCHCB_0207100	535	518	1078	479	641	485	486	326	413	821	469	576
PCHCB_0207200	2689	2557	4598	2505	3548	2991	1878	676	858	1957	1362	1351
PCHCB_0207300	1348	2343	2464	1321	2363	2815	6461	2348	1317	1188	1060	2527
PCHCB_0207400	994	1102	841	873	814	1060	3742	882	502	395	636	1256
PCHCB_0207500	3	4	0	3	1	0	5	0	0	1	6	14
PCHCB_0207600	5340	5137	8621	4905	4826	5061	7738	3779	3665	7208	4506	6062
PCHCB_0207700	48	112	63	46	47	80	38	36	3	13	19	34
PCHCB_0207800	186	234	468	155	302	237	123	87	231	257	151	111
PCHCB_0207900	210	232	414	179	302	221	140	91	131	215	156	182
PCHCB_0208000	510	367	961	333	715	556	488	358	571	882	438	614
PCHCB_0208100	37	27	36	23	19	29	21	12	9	35	24	25
PCHCB_0208200	629	621	1196	574	727	584	476	297	469	859	522	557
PCHCB_0208300	1280	1423	2580	1154	1827	1743	1968	1118	1066	2071	1039	1653
PCHCB_0208400	3048	2323	4244	2787	2487	2224	2823	1185	1297	3340	2107	2350
PCHCB_0208500	149	176	184	125	86	128	280	85	41	90	84	161
PCHCB_0208600	2313	2203	4955	2123	3309	2805	1959	1156	2199	3259	1866	2140
PCHCB_0208700	18	21	51	12	18	13	24	10	30	35	26	24
PCHCB_0208800	1506	1305	1837	1631	921	1046	1527	560	437	1081	928	1073
PCHCB_0208900	8863	6279	10227	8784	6242	6861	10103	3083	3342	7933	5715	6130
PCHCB_0209000	6481	4886	10979	5932	6094	5317	4783	1970	2556	6407	3765	4092
PCHCB_0209100	1102	962	1326	1170	769	831	1065	458	374	866	649	871
PCHCB_0209200	497	368	675	409	437	488	720	295	246	664	331	537
PCHCB_0209300	465	379	889	326	374	427	655	309	349	531	401	653
PCHCB_0209400	573	567	978	479	573	540	747	310	368	632	423	543
PCHCB_0209500	1163	1034	1570	1244	893	923	1105	419	356	922	683	745
PCHCB_0209600	973	841	1465	858	801	687	962	389	528	1055	773	805
PCHCB_0209700	407	391	779	366	624	542	441	358	336	745	376	412
PCHCB_0209800	283	231	589	225	395	300	269	163	298	523	243	264
PCHCB_0209900	2525	2334	4522	2356	3060	2844	2404	1862	1964	4807	2275	3280
PCHCB_0210000	1335	1203	1922	1241	1027	1043	1622	617	644	1380	960	1145
PCHCB_0210100	310	213	488	255	289	302	310	187	208	402	253	256
PCHCB_0210200	472	352	643	378	443	407	449	206	272	500	344	343
PCHCB_0210300	4331	3332	6394	4267	4170	3711	4744	1888	2606	5030	3403	3613
PCHCB_0210400	1991	2399	3121	1986	2731	2921	5653	1769	1561	2331	1615	2669
PCHCB_0210500	1991	2213	4589	1752	3421	2961	1876	1626	1834	3471	1664	2719
PCHCB_0210600	11651	7527	12350	11477	7937	8610	11469	3657	4204	10521	7306	7779
PCHCB_0210700	635	545	881	565	539	531	859	354	347	778	541	621
PCHCB_0210800	369	294	624	258	318	295	310	153	252	480	301	309
PCHCB_0210900	55	78	132	58	72	86	60	44	50	87	56	68
PCHCB_0211000	9	2	16	7	12	16	10	4	7	11	2	6
PCHCB_0211100	685	658	1483	564	844	672	609	341	574	1063	500	618
PCHCB_0211200	390	444	406	373	286	455	1592	315	235	193	232	535
PCHCB_0211300	1314	1106	1702	1098	905	907	1359	600	596	1450	914	1108
PCHCB_0211400	832	668	1440	717	689	640	574	300	394	776	547	600
PCHCB_0211500	243	243	526	197	295	325	246	279	283	677	253	408
PCHCB_0211600	8695	6184	8605	8705	4589	4713	6908	2452	1330	3481	3646	4489
PCHCB_0211700	152	118	264	96	145	189	144	112	137	276	153	209
PCHCB_0211800	985	1025	1640	884	1411	1192	722	421	497	976	549	726
PCHCB_0211900	37	65	111	34	115	83	37	30	39	45	33	52
PCHCB_0212000	949	793	1435	866	927	733	709	356	343	919	611	626
PCHCB_0212100	470	400	706	376	530	438	475	265	278	655	323	492
PCHCB_0212200	514	573	609	427	545	479	1097	357	275	516	390	591
PCHCB_0212300	21	35	50	21	28	33	62	31	4	10	13	24
PCHCB_0212400	116	195	150	126	140	169	55	40	23	38	39	47
PCHCB_0212500	129	55	157	72	78	122	124	55	79	191	80	106
PCHCB_0212600	1052	878	2024	868	1072	916	720	450	696	1195	710	893
PCHCB_0212700	1499	1371	2498	1409	1884	1508	1365	796	1153	2236	1215	1428
PCHCB_0212800	11293	8675	13782	10552	9728	9050	10704	5104	4882	10836	7352	8934
PCHCB_0212900	1657	1470	1641	1648	1035	1413	2972	1147	631	1704	1115	1959
PCHCB_0213000	5432	5068	9208	5575	5121	4760	4758	2671	2381	6000	3526	4939
PCHCB_0213100	44407	40651	46655	48556	28380	31166	35499	15065	9381	21104	17738	26326
PCHCB_0213200	10026	10002	16078	9885	12796	12314	11785	5795	5903	11665	6684	10068
PCHCB_0213300	21580	19633	18803	21573	13130	15769	30991	12383	6461	12060	13211	20788
PCHCB_0213400	7934	7972	9918	9172	5621	6840	10817	4677	2723	6468	4886	7316
PCHCB_0213500	678	812	1184	598	1105	897	1165	637	571	976	548	1037
PCHCB_0213600	213	571	667	197	920	670	816	300	152	97	146	372
PCHCB_0213700	677	740	621	424	566	562	2948	557	341	306	326	933
PCHCB_0213800	30	6	3	4	23	15	48	16	10	23	4	16
PCHCB_0213821	167	171	224	197	186	192	278	165	121	321	184	309
PCHCB_0213830	167	66	105	196	95	115	403	281	174	527	249	404
PCHCB_0213840	120	57	88	92	85	85	434	271	151	450	250	352
PCHCB_0213881	129	293	410	92	266	396	232	167	46	31	33	167
PCHCB_0300050	8	23	45	27	51	13	19	35	6	22	12	23
PCHCB_0300060	10	3	14	4	3	14	108	117	50	86	102	129
PCHCB_0300070	72	68	79	35	85	86	512	243	235	435	285	383
PCHCB_0300700	3	7	5	5	12	6	1113	522	525	1267	831	1304
PCHCB_0300800	10	0	2	3	14	6	720	650	649	1465	407	1130
PCHCB_0300850	118	145	169	136	46	55	2693	2145	1118	3341	1464	4076
PCHCB_0301000	810	742	1329	855	788	602	2039	1336	1042	3070	1634	2721
PCHCB_0301100	82	114	106	167	54	147	1374	986	610	1897	859	2107
PCHCB_0301110	11	6	28	5	18	5	197	188	196	198	173	295
PCHCB_0301120	0	0	0	7	1	0	167	94	154	216	89	215
PCHCB_0301130	14	3	17	8	7	22	127	272	368	146	95	371
PCHCB_0301140	3	6	3	2	2	6	74	29	47	66	32	89
PCHCB_0301150	152	61	43	62	49	21	191	109	208	229	80	304
PCHCB_0301160	6431	5099	8943	6171	5772	5381	219	248	342	377	152	536
PCHCB_0301170	27859	23240	29862	29741	16553	17459	1496	944	802	1603	804	2004
PCHCB_0301180	87	37	54	70	41	41	431	325	222	342	270	674
PCHCB_0301190	0	8	15	8	11	3	794	541	192	1274	549	748
PCHCB_0301200	174	78	121	86	64	116	2084	984	919	2130	1031	2161
PCHCB_0302300	1217	820	1480	1131	779	928	1131	520	410	974	689	864
PCHCB_0302400	8916	8282	10494	10055	6698	7948	12211	4859	2618	8822	5675	8914
PCHCB_0302500	11072	10181	11600	12031	7302	9084	14842	6393	3156	9834	6756	11007
PCHCB_0302700	1715	1623	2950	1831	1557	1525	181	107	81	302	125	152
PCHCB_0302800	10905	9467	15397	9674	10026	9092	9820	7662	7081	16679	9467	14840
PCHCB_0302900	1186	1133	1450	1101	1074	1013	2037	706	578	1145	870	1138
PCHCB_0303000	1134	1026	1955	957	1157	999	1274	660	916	1539	1018	1190
PCHCB_0303100	131	126	247	148	102	130	115	113	100	255	133	188
PCHCB_0303200	343	344	736	324	459	336	487	220	168	403	301	411
PCHCB_0303300	686	635	1180	647	697	581	575	297	434	923	491	629
PCHCB_0303400	299	310	561	250	297	348	314	192	255	526	294	372
PCHCB_0303500	3519	3507	4704	3432	2546	2869	4220	2573	1534	5095	2449	4568
PCHCB_0303600	626	538	1007	446	657	615	516	347	486	917	551	716
PCHCB_0303700	12	15	18	8	23	11	14	13	11	29	11	26
PCHCB_0303800	163	462	220	196	179	280	160	120	62	99	100	142
PCHCB_0303900	682	623	1154	669	586	647	809	314	498	942	584	515
PCHCB_0304000	30	41	44	37	24	48	46	4	13	30	20	20
PCHCB_0304100	4556	3627	6597	4224	4096	3796	5648	2324	2586	4897	3382	4439
PCHCB_0304200	1814	2009	3319	1797	2039	2023	2585	1528	1544	3084	1651	2577
PCHCB_0304300	62	94	92	59	89	103	34	25	17	25	27	20
PCHCB_0304400	14	25	12	21	10	22	12	10	3	7	3	6
PCHCB_0304500	1057	1055	1971	1063	1443	1288	1243	849	761	2013	923	1319
PCHCB_0304600	320	310	601	246	424	358	197	132	323	324	200	250
PCHCB_0304700	12396	11906	20866	11413	13747	12532	14994	9321	8960	17739	10620	16014
PCHCB_0304800	87	108	167	60	126	84	83	88	114	135	88	108
PCHCB_0304900	354	449	988	289	492	548	325	172	445	652	364	418
PCHCB_0305000	3	5	6	2	6	10	11	9	6	17	10	10
PCHCB_0305100	14	23	28	16	15	26	5	4	4	0	6	5
PCHCB_0305200	12	20	25	7	8	25	8	12	0	8	3	5
PCHCB_0305300	526	411	859	446	532	427	480	224	417	674	377	444
PCHCB_0305400	2067	2250	3941	2004	2037	1956	2081	1687	1326	3208	1888	2453
PCHCB_0305500	2204	1722	3989	2068	1912	2027	2178	892	1094	2352	1431	1505
PCHCB_0305600	470	396	702	381	422	369	426	236	291	683	347	466
PCHCB_0305700	1197	1197	1369	1177	777	977	1963	1155	492	1055	824	1417
PCHCB_0305800	14519	11956	18972	14017	12243	11087	13140	6409	5913	13146	9880	11835
PCHCB_0305900	2277	1740	3416	1878	1709	1392	1171	558	523	1554	1084	1203
PCHCB_0306000	196	225	452	173	269	230	232	141	194	383	184	271
PCHCB_0306100	311	574	512	311	474	644	1574	575	210	238	244	588
PCHCB_0306200	213	251	427	128	279	255	224	66	153	117	96	158
